股票代码,股票名称,D-0日期,D-2振幅,D-1涨幅,D-1振幅,D-0涨幅,D-0振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价,T+7最高价
600721,百花医药,2018-01-08,10.84,-3.28,3.46,2.23,7.51,125.34%,117.76%,-1%/3%(阴),-1%,-3%,-6%,-7%,-11%,-10%,-10%
600726,华电能源,2024-04-15,11.37,-3.02,6.47,0.44,12.0,122.42%,118.12%,-10%/2%(阴),-7%,-8%,-9%,-10%,-12%,-12%,-11%
600727,鲁北化工,2021-07-14,9.62,-2.81,4.69,7.4,10.29,217.29%,200.31%,-4%/3%(阴),1%,4%,0%,1%,6%,12%,9%
600730,*ST高科,2022-05-31,10.62,2.28,8.42,3.77,12.86,295.58%,126.74%,-5%/0%(阴),-4%,-4%,-2%,-1%,-2%,-2%,0%
600731,湖南海利,2010-12-21,11.08,1.26,5.16,1.99,5.47,128.6%,108.72%,-2%/1%(阳),1%,8%,14%,10%,9%,11%,13%
600733,北汽蓝谷,2024-02-28,5.88,5.9,7.93,-3.66,10.1,148.15%,114.18%,0%/9%(阳),16%,13%,15%,11%,14%,10%,21%(板)
600740,山西焦化,2016-08-10,7.19,7.01,6.07,8.88,9.61,366.03%,178.54%,-5%/-4%(阴),-3%,-1%,6%(板),4%,4%,0%,4%
600746,江苏索普,2011-04-27,10.98,-4.61,8.57,7.5,11.65,196.13%,156.94%,-4%/2%(阴),3%,5%,4%,3%,7%,7%,5%
600755,厦门国贸,2017-07-25,7.09,7.41,6.87,2.8,5.8,143.72%,100.31%,-1%/10%(板),13%,12%,14%,12%,14%,12%,19%
600756,浪潮软件,2018-04-26,14.04,1.59,7.32,7.62,12.6,274.59%,155.64%,-9%/0%(阴),-8%,-8%,-11%,-12%,-12%,-11%,-12%
600756,浪潮软件,2024-09-30,2.17,8.81,8.24,8.86,10.9,357.65%,130.73%,-1%/9%(阴),3%,-2%,-3%,-5%,1%,1%,3%
600764,中国海防,2021-12-06,8.62,2.48,8.66,6.3,11.03,182.33%,116.35%,-3%/2%(阴),6%,6%,4%,3%,5%,0%,-1%
600766,未找到标的,2011-03-18,10.4,2.34,5.34,4.24,12.07,204.46%,123.65%,-2%/1%(阳),3%,10%,6%,8%,4%,5%,1%
600766,未找到标的,2019-03-06,12.36,2.39,8.12,8.23,11.28,111.57%,111.39%,-2%/9%(阳),6%,-2%,1%,1%,-7%,-8%,-5%
600773,西藏城投,2013-06-19,10.17,-0.26,5.02,3.09,7.95,204.38%,137.63%,-3%/1%(阴),2%,4%,0%,4%,4%,-3%,-6%
600778,友好集团,2008-05-12,14.39,3.17,8.68,2.27,8.95,170.91%,137.05%,-4%/2%(阳),1%,-2%,-7%,-7%,-13%,-13%,-14%
600779,水井坊,1998-01-12,10.87,-4.28,8.22,9.13,9.59,149.16%,138.23%,-9%/4%(阳),12%,13%,15%,13%,15%,17%,18%
600779,水井坊,2026-02-02,10.56,-0.74,3.74,7.44,11.01,162.4%,121.62%,-3%/1%(阳),-1%,-3%,-5%,-7%,-7%,-9%,-10%
600779,水井坊,2026-05-29,11.22,2.5,4.24,2.9,8.28,171.5%,110.0%,-9%/-4%(阴),-5%,-8%,-9%,-10%,-10%,-16%,-17%
600781,未找到标的,2010-03-01,11.1,1.2,6.37,1.31,11.28,161.34%,124.56%,-4%/-1%(阴),3%,0%,0%,6%,5%,1%,-5%
600784,鲁银投资,2009-06-25,12.3,-3.06,5.86,8.38,11.95,188.03%,149.72%,-4%/1%(阳),7%,1%,-1%,-1%,3%,6%,4%
600787,中储股份,2006-05-11,9.11,4.7,8.28,5.13,13.68,229.57%,130.84%,-1%/4%(阳),3%,6%,-1%,-6%,-3%,4%,-1%
600797,浙大网新,2013-07-24,13.26,2.28,4.72,3.98,10.35,135.45%,105.92%,-5%/-1%(阴),-2%,0%,0%,0%,2%,7%,6%
600797,浙大网新,2017-08-18,7.42,4.97,11.29,5.62,8.46,244.8%,109.38%,-3%/0%(阳),1%,-2%,-5%,-4%,0%,-5%,-6%
600798,宁波海运,2015-04-07,9.96,6.25,7.65,9.84,13.93,126.94%,105.05%,-3%/9%(阳),2%,5%,7%,5%,1%,-2%,3%
600801,华新建材,2005-08-12,9.83,1.84,7.61,3.09,18.04,178.06%,155.74%,-2%/2%(阳),10%(板),20%,27%,15%,6%,3%,5%
600803,新奥股份,2013-12-05,10.24,5.24,6.57,1.66,6.4,247.02%,114.43%,-2%/9%(阳),12%,8%,6%,3%,0%,-1%,-4%
600804,未找到标的,2009-09-16,7.74,0.72,5.27,6.26,5.95,185.81%,171.32%,-1%/1%(阳),1%,-7%,-7%,-10%,-10%,-11%,-9%
600805,悦达投资,2000-01-14,19.43,-3.48,8.63,6.14,9.61,227.8%,125.62%,1%/8%(阳),6%,5%,6%,8%,11%,10%,4%
600806,未找到标的,2013-05-22,9.47,2.32,8.94,3.07,8.9,136.62%,100.31%,-3%/1%(阴),-1%,-2%,-4%,-5%,-2%,-4%,-6%
600812,华北制药,2020-12-17,10.08,-1.45,6.44,6.35,8.1,250.29%,119.96%,-4%/2%(阳),1%,2%,0%,-3%,-7%,-6%,-8%
600814,杭州解百,2022-02-16,11.37,1.99,10.73,5.06,10.65,164.66%,114.9%,-8%/-2%(阴),-6%,-6%,-7%,-8%,-9%,-8%,-9%
600815,厦工股份,2007-03-23,10.49,3.37,9.68,4.21,8.55,110.07%,104.81%,-1%/2%(阴),6%,5%,4%,1%,5%,13%,10%
600815,厦工股份,2012-12-07,10.78,-0.47,3.16,3.17,7.78,139.06%,131.42%,-2%/2%(阳),0%,2%,-1%,6%,5%,6%,11%
600815,厦工股份,2023-04-19,10.7,-4.03,5.03,3.85,6.99,117.04%,111.06%,-4%/-2%(阴),-3%,-4%,-5%,-7%,-7%,-8%,-8%
600816,建元信托,2013-05-20,10.37,1.46,3.4,1.84,7.17,123.32%,107.1%,-3%/0%(阳),1%,1%,-2%,-1%,1%,2%,0%
600826,兰生股份,2024-09-10,4.52,-4.45,4.11,6.99,7.89,156.32%,147.53%,-8%/-4%(阳),-5%,-7%,-5%,-5%,-6%,-7%,-5%
600829,人民同泰,1999-08-03,9.52,1.31,7.12,9.62,10.59,153.41%,129.18%,-4%/-1%(阴),6%,2%,1%,-3%,-3%,-4%,-6%
600836,未找到标的,2004-11-23,8.24,-0.44,6.02,7.08,12.54,183.88%,124.13%,-5%/-1%(阴),-6%,-9%,-10%,-10%,-10%,-9%,-5%
600837,未找到标的,2009-01-16,10.08,3.67,5.7,7.17,10.31,140.75%,130.27%,-5%/3%(阴),6%,7%,8%,7%,5%,10%,12%
600840,未找到标的,2007-01-10,9.41,9.7,9.51,-1.39,6.41,124.35%,110.17%,-2%/1%(阳),9%,7%,8%,5%,-8%,-8%,-6%
600841,动力新科,2025-02-26,10.36,8.51,14.49,-5.51,11.52,284.13%,106.9%,2%/10%(板),18%,18%,12%(板),20%,25%(板),21%,20%
600848,上海临港,2009-06-11,10.17,2.99,9.15,2.9,11.79,115.82%,100.55%,-3%/2%(阴),4%,-3%,-3%,-4%,-1%,-6%,-6%
600849,未找到标的,1998-04-02,9.33,8.03,8.7,1.24,14.96,262.52%,119.73%,-1%/9%(板),20%,20%,25%,21%,10%,19%,18%
600851,海欣股份,2025-04-03,10.11,0.15,5.26,5.98,7.73,284.09%,107.64%,-10%/-5%(阴),-12%,-16%,-14%,-14%,-12%,-12%,-14%
600854,春兰股份,2016-03-07,10.59,2.9,7.79,5.34,10.53,170.1%,100.06%,-3%/1%(阴),0%,-2%,-5%,-2%,-4%,-2%,-2%
600854,春兰股份,2026-05-13,9.96,-0.84,6.71,2.2,11.0,370.44%,124.27%,-3%/2%(阴),-2%,-3%,-2%,-6%,-8%,-13%,-12%
600855,航天长峰,2010-03-02,8.53,6.2,6.37,4.62,9.81,489.31%,110.96%,-4%/8%(阴),-3%,-7%,-6%,-7%,-8%,-9%,-8%
600860,京城股份,1997-04-14,6.69,-2.21,7.46,5.51,6.36,170.41%,134.35%,-2%/1%(阳),1%,4%,4%,13%,15%,14%,11%
600860,京城股份,2024-11-07,8.01,2.49,8.14,3.74,6.82,184.6%,106.26%,-3%/2%(阳),1%,0%,-3%,-3%,-7%,-10%,-11%
600862,中航高科,2017-07-26,11.44,-2.97,2.79,5.65,10.14,175.75%,153.21%,-4%/-1%(阳),-1%,-4%,-4%,-5%,-7%,2%(板),8%
600864,哈投股份,2023-08-01,9.96,1.71,6.84,4.37,8.24,164.19%,104.09%,-2%/2%(阳),4%,13%,19%(板),16%,7%,9%,4%
600871,石化油服,2014-02-18,10.36,-0.32,4.22,2.61,6.19,127.96%,110.58%,-2%/10%(板),21%(板),23%,6%,3%,1%,10%,7%
600877,电科芯片,2008-12-24,10.99,0.0,12.0,7.33,13.33,184.57%,115.78%,-9%/-2%(阴),-9%,-11%,-10%,-14%,-11%,-9%,-6%
600877,电科芯片,2016-10-11,10.82,8.84,7.97,0.0,7.67,285.32%,106.57%,-2%/1%(阳),2%,1%,1%,2%,8%,4%,-1%
600884,杉杉股份,2007-05-08,11.13,9.5,11.78,-1.97,8.56,133.04%,128.58%,-9%/-2%(阴),-3%,-5%,-7%,-9%,-9%,-9%,-1%(板)
600885,宏发股份,2000-01-11,7.82,6.5,5.76,-3.34,9.78,312.15%,153.95%,-5%/2%(阳),-1%,-4%,-8%,-8%,-6%,-7%,-7%
600889,*ST京化,2006-02-23,11.41,-1.37,5.19,4.71,6.65,125.87%,115.58%,-3%/-1%(阴),-1%,-4%,-3%,-4%,-6%,-6%,-11%
600892,大晟文化,2024-08-19,11.51,0.0,6.97,7.21,14.18,246.75%,119.52%,-6%/5%(阳),0%,-3%,-7%,-9%,-3%(板),-3%,-6%
600894,广日股份,2015-01-28,9.23,2.54,5.33,5.26,9.0,148.49%,119.75%,-3%/3%(阳),3%,2%,1%,2%,6%,4%,2%
600903,贵州燃气,2023-05-29,10.37,4.32,14.3,6.48,14.13,191.78%,110.79%,-7%/-2%(阴),-8%,-11%,-13%,-11%,-12%,-14%,-15%
600909,华安证券,2020-07-06,10.55,6.83,9.2,6.64,8.36,151.9%,111.83%,-6%/0%(阴),4%,7%,4%,6%,11%,7%,1%
600917,重庆燃气,2018-05-22,10.5,-2.03,5.37,4.51,7.8,138.17%,110.49%,-4%/-2%(阴),-4%,-5%,-2%,-4%,-6%,-10%,-6%
600939,重庆建工,2018-09-20,11.47,-1.83,3.47,1.3,7.82,115.42%,103.73%,-1%/3%(阳),1%,0%,1%,0%,-1%,-3%,-1%
600956,新天绿能,2021-09-24,9.89,-1.64,12.94,8.36,13.89,116.35%,111.19%,-9%/2%(阴),1%(板),1%,0%(板),7%,0%,-7%,-14%
600963,岳阳林纸,2023-01-06,10.79,-3.1,3.92,4.55,6.91,140.63%,109.41%,-3%/1%(阴),0%,0%,0%,2%,1%,3%,1%
600971,恒源煤电,2016-04-13,9.68,9.44,12.8,4.39,7.46,340.38%,278.17%,-8%/-2%(阴),-8%,-9%,-10%,-10%,-12%,-14%,-13%
600981,苏豪汇鸿,2015-11-05,9.11,7.62,6.87,8.22,13.02,187.46%,119.59%,-2%/3%(阴),8%,4%,1%,10%,17%,17%,19%
600985,淮北矿业,2019-02-26,9.94,3.95,7.89,-1.27,10.63,188.34%,128.42%,2%/6%(阳),8%,4%,8%,6%,7%,8%,3%
600992,贵绳股份,2006-05-17,10.16,-2.92,11.67,7.85,9.85,104.24%,103.06%,-4%/0%(阴),-1%,3%,-2%,-6%,-7%,0%,-6%
601000,唐山港,2014-11-19,10.7,0.0,2.92,3.73,11.35,189.64%,187.46%,-3%/4%(阳),5%,4%,6%,4%,9%,16%,22%(板)
601015,陕西黑猫,2016-06-16,11.23,2.18,11.3,3.59,10.38,147.65%,104.42%,-2%/1%(阴),3%,2%,7%(板),8%,12%,12%,7%
601019,山东出版,2024-08-14,10.49,-2.21,4.09,6.61,8.01,160.17%,129.13%,-1%/1%(阳),1%,3%,4%,4%,2%,0%,0%
601069,西部黄金,2015-05-28,11.79,7.18,11.15,-4.71,15.08,162.53%,106.27%,-9%/2%(阳),0%,2%,-1%,-5%,-1%,-3%,0%
601069,西部黄金,2017-04-11,9.53,-1.23,5.79,5.52,13.22,183.49%,150.23%,1%/4%(阴),4%,9%,1%,-6%,-8%,-9%,-11%
601069,西部黄金,2022-06-13,11.35,2.95,10.63,8.97,6.48,164.7%,114.85%,-6%/-3%(阳),0%,-2%,-1%,-4%,-6%,-8%,-5%
601133,柏诚股份,2025-12-16,9.75,-2.4,7.27,6.28,12.09,180.54%,128.53%,-3%/0%(阴),3%,0%,7%,14%(板),25%,16%,16%
601162,天风证券,2020-07-06,10.77,6.08,8.9,9.37,8.11,141.68%,101.32%,-6%/0%(阴),4%,4%,9%,7%,5%,5%,1%
601162,天风证券,2025-06-27,10.02,4.22,8.0,7.89,10.02,256.11%,126.29%,-4%/-1%(阳),-1%,-5%,-7%,-1%,-3%,-1%,-1%
601177,杭齿前进,2017-12-21,10.21,0.48,4.52,3.32,7.35,112.97%,109.47%,-3%/-1%(阴),1%,0%,-1%,1%,3%,3%,3%
601226,华电科工,2021-12-20,11.54,6.65,11.08,9.42,11.77,156.02%,118.22%,-10%/-4%(阴),-8%,-9%,-7%,-11%,-12%,-12%,-12%
601279,英利汽车,2023-06-13,9.46,3.91,6.64,2.82,9.02,240.92%,100.15%,-4%/-1%(阴),-3%,-3%,-4%,-5%,-5%,-4%,-6%
601388,怡球资源,2020-11-18,10.91,1.65,6.6,6.17,12.34,186.66%,105.45%,-4%/4%(阴),-1%,3%,9%(板),18%,10%,3%,4%
601579,会稽山,2021-04-20,8.42,9.88,9.01,-0.09,11.55,272.98%,101.06%,-1%/5%(阳),2%,1%,-3%,-6%,1%(板),6%,2%
601600,中国铝业,2021-02-22,2.23,1.77,5.06,8.46,6.47,146.27%,136.97%,-1%/3%(阴),3%,6%,1%,0%,-1%,1%,4%
601606,长城军工,2023-02-21,9.92,-0.76,4.13,3.62,8.78,195.89%,112.39%,-2%/0%(阴),4%,10%,17%,12%,8%,9%,10%
601607,上海医药,1998-04-02,9.33,8.03,8.7,1.24,14.96,262.52%,119.73%,-1%/9%(板),20%,20%,25%,21%,10%,19%,18%
601616,广电电气,2026-08-03,5.51,-3.68,3.16,6.56,9.02,147.76%,105.35%,-3%/-1%(阳),-2%,-5%,-5%,-5%,-5%,-4%,-3%
601689,拓普集团,2020-01-08,4.67,0.69,8.05,6.57,8.43,147.03%,125.02%,0%/7%(阴),0%,4%,10%,1%,1%,1%,1%
601698,中国卫通,2025-12-30,11.73,5.97,11.73,8.27,14.73,147.21%,136.86%,-2%/10%(板),20%(板),33%(板),38%,41%,50%(板),65%(板),65%
601700,风范股份,2016-10-13,10.26,5.93,9.71,9.4,12.14,406.91%,141.2%,-7%/-3%(阴),-3%,-6%,-5%,-5%,-6%,-7%,-8%
601702,华峰铝业,2025-08-15,10.24,-3.12,4.71,6.5,10.01,123.91%,107.14%,-3%/1%(阴),-3%,-3%,-4%,-4%,-4%,-6%,-6%
601717,中创智领,2021-07-02,11.73,1.63,6.71,2.28,10.49,201.18%,105.33%,-1%/6%(阴),2%,0%,-2%,-6%,-4%,-3%,-6%
601777,千里科技,2024-06-28,11.59,-0.28,4.16,6.67,9.72,190.72%,133.34%,-5%/2%(阴),-2%,-2%,-7%,-13%,-11%,-5%(板),1%
601788,光大证券,2021-03-09,10.05,2.05,8.73,4.54,9.01,152.52%,111.79%,-8%/-2%(阴),-5%,1%,-5%,-7%,-4%,-4%,-5%
601828,美凯龙,2026-04-30,5.31,-3.7,3.7,2.69,5.77,145.62%,102.03%,-5%/0%(阴),0%,0%,6%,4%,2%,3%,1%
601857,中国石油,2024-01-29,9.92,6.38,8.39,-1.18,7.06,171.04%,103.17%,-1%/2%(阳),1%,-1%,-2%,0%,-1%,-1%,0%
601858,中国科传,2026-07-31,10.72,-1.3,4.69,4.38,11.13,178.47%,121.01%,-3%/10%(板),21%(板),29%,33%,34%,35%,31%,28%
601882,海天精工,2022-10-19,9.84,2.28,5.45,8.11,9.89,257.78%,109.86%,-5%/-2%(阳),1%,10%(板),21%,32%(板),37%,26%,20%
601918,新集能源,2021-09-09,9.77,4.29,8.57,7.46,12.94,126.75%,125.47%,-6%/-2%(阴),-2%,0%,1%,2%,1%,-2%,0%
601929,吉视传媒,2026-01-13,10.83,6.06,5.81,7.62,15.48,258.63%,113.0%,-6%/5%(阳),0%,-6%,-13%,-13%,-8%,-11%,-12%
601992,金隅集团,2012-12-07,10.8,1.27,4.12,6.42,11.11,155.07%,145.91%,-2%/4%(阳),4%,2%,6%,11%,15%,13%,10%
601999,出版传媒,2021-04-20,9.97,-0.78,6.09,5.51,11.34,161.64%,139.26%,-4%/0%(阳),-1%,2%,4%,2%,-3%,-5%,-7%
603003,未找到标的,2015-12-29,11.43,3.05,10.24,5.57,12.11,175.12%,104.63%,-4%/1%(阳),4%,1%,-3%,-3%,-5%,-8%,-14%
603006,联明股份,2021-11-02,7.43,2.84,6.65,4.56,12.3,303.68%,169.42%,-5%/0%(阳),2%,3%,3%,13%(板),18%,9%,10%
603007,顺景科技,2019-02-15,10.26,9.56,13.99,3.84,10.9,229.27%,121.36%,-3%/1%(阳),-3%,-5%,-6%,-5%,-2%,-3%,-6%
603019,中科曙光,2017-04-07,10.49,-1.76,6.39,5.84,7.63,126.11%,105.01%,-2%/4%(阳),10%,1%,-1%,0%,1%,-1%,-6%
603021,*ST华鹏,2016-11-25,0.61,-4.1,4.6,2.56,11.42,386.29%,152.49%,1%/9%(阳),4%,1%,3%,-6%,-8%,-10%,-7%
603022,新通联,2016-11-21,12.23,1.92,6.52,7.95,11.58,238.69%,114.07%,-5%/-1%(阳),-3%,-5%,-6%,-10%,-11%,-12%,-12%
603025,大豪科技,2025-10-28,7.86,3.87,6.99,6.36,11.95,302.1%,113.44%,-3%/6%(阴),3%,-4%,-7%,-5%,-6%,-4%,-6%
603028,赛福天,2021-10-12,10.81,6.3,10.94,3.22,6.96,143.48%,100.65%,-4%/-1%(阴),-1%,2%,1%,7%,4%,3%,1%
603028,赛福天,2021-11-18,9.69,5.98,7.27,-0.76,8.46,243.62%,123.07%,1%/5%(阳),7%,5%,3%,4%,5%,14%(板),17%
603033,三维股份,2020-02-24,9.45,1.91,4.52,6.85,10.55,136.05%,131.4%,-4%/1%(阳),5%,3%,2%,3%,4%,3%,5%
603035,常熟汽饰,2021-11-25,9.65,-3.51,9.23,6.26,8.96,252.96%,118.01%,-3%/5%(阳),3%,7%,9%,10%,8%,2%,-1%
603052,可川科技,2025-08-05,8.46,-0.96,4.03,5.63,7.67,112.88%,112.58%,-3%/1%(阳),0%,3%,6%,1%,4%,4%,0%
603060,国检集团,2021-03-18,11.14,-2.01,4.47,4.06,6.89,129.14%,106.57%,-3%/5%(阳),9%,5%,6%,-2%,-6%,-5%,-5%
603063,禾望电气,2020-12-23,10.04,3.14,10.7,-1.57,11.65,129.93%,100.24%,-4%/0%(阴),-2%,-1%,-3%,-5%,-3%,3%,2%
603076,乐惠国际,2024-09-30,10.85,6.88,5.5,8.58,8.63,172.48%,142.54%,-1%/9%(阴),1%,-7%,-13%,-16%,-16%,-19%,-15%
603081,大丰实业,2023-12-18,8.85,-2.71,5.5,2.03,9.37,168.54%,103.39%,-1%/10%(阳),8%,4%,4%,3%,0%,4%,4%
603083,剑桥科技,2025-05-12,10.03,2.42,7.99,6.72,6.28,147.46%,110.91%,1%/4%(阴),2%,-3%,-1%,-2%,-6%,-6%,-7%
603085,天成自控,2021-11-10,10.09,6.17,7.17,4.86,10.68,396.82%,101.74%,-2%/6%(阳),8%,9%,5%,2%,1%,0%,3%
603099,长白山,2024-11-06,12.19,1.38,11.76,8.93,13.16,139.77%,136.13%,-3%/9%(板),19%,6%,8%,8%,2%,-1%,-1%
603101,汇嘉时代,2026-04-14,9.71,-3.62,3.85,5.88,8.7,128.33%,119.59%,-2%/4%(阳),9%,11%,14%,13%,13%,16%,18%
603105,芯能科技,2026-08-26,9.8,-1.55,6.07,6.04,8.4,151.35%,112.29%,-4%/-3%(阳),-4%,-6%,-2%,-3%,0%,1%,-1%
603111,康尼机电,2021-07-26,9.05,-3.18,4.86,7.14,10.81,143.14%,127.05%,-3%/1%(阴),-1%,-2%,-3%,-3%,-4%,-5%,-6%
603115,海星股份,2020-11-30,10.46,1.54,8.08,7.36,9.04,192.36%,123.95%,-6%/1%(阴),-8%,-13%,-11%,-12%,-10%,-11%,-13%
603126,中材节能,2021-09-02,7.98,-0.11,5.91,8.26,12.83,154.12%,112.94%,-4%/-1%(阴),-1%,-3%,-1%,5%,5%,3%,3%
603131,上海沪工,2021-08-17,9.6,1.88,7.65,2.33,10.1,147.81%,103.14%,-3%/3%(阳),4%,3%,12%,9%,4%,4%,3%
603132,金徽股份,2025-11-17,9.93,-2.99,4.98,3.76,9.92,155.6%,104.63%,-4%/1%(阴),-3%,1%,-4%,-12%,-12%,-10%,-11%
603150,万朗磁塑,2022-06-28,10.34,-2.54,3.22,4.56,7.63,113.82%,106.15%,-5%/-1%(阴),-4%,-5%,-5%,-4%,-7%,-8%,-8%
603156,XD养元饮,2026-05-20,5.49,-6.02,11.8,1.43,9.16,156.33%,148.52%,-9%/-2%(阴),-7%,-6%,-10%,-6%,-8%,-11%,-13%
603159,上海亚虹,2022-04-08,9.66,-3.4,8.51,5.5,12.9,193.2%,124.04%,-6%/3%(阳),0%,-2%,-4%,-5%,-6%,0%,-4%
603166,福达股份,2026-06-18,11.0,6.82,9.12,4.3,8.6,255.51%,110.51%,-2%/3%(阳),0%,-2%,-5%,-10%,-14%,-16%,-11%(板)
603179,新泉股份,2024-10-09,6.86,5.73,7.62,-0.48,13.07,217.36%,169.81%,-1%/4%(阳),2%,-3%,-7%,-11%,-12%,-6%,-6%
603190,亚通精工,2023-08-17,10.04,-2.83,3.53,1.95,5.79,112.6%,107.46%,-1%/5%(阳),2%,1%,4%,0%,-1%,-1%(板),9%(板)
603216,梦天家居,2026-01-20,10.83,1.67,7.12,7.04,9.96,172.79%,157.38%,-2%/9%(阳),5%,1%,1%,-2%,-9%,-11%,-11%
603226,菲林格尔,2025-07-29,10.59,5.93,12.97,-0.66,9.42,141.43%,107.15%,0%/9%(阳),7%,5%,8%,15%,23%,23%,29%
603228,景旺电子,2019-07-01,8.57,-1.4,3.87,2.22,4.27,125.23%,109.95%,-2%/0%(阴),-2%,-5%,-5%,-5%,-6%,-7%,-7%
603232,格尔软件,2025-10-17,9.87,-2.14,2.81,3.24,5.99,151.55%,119.6%,-2%/6%(阴),2%,0%,6%(板),17%(板),29%,34%(板),47%
603267,鸿远电子,2020-08-10,7.9,4.52,12.68,5.31,7.78,170.23%,115.69%,-2%/3%(阳),-2%,-2%(板),1%,7%,13%,11%,11%
603268,松发股份,2026-07-08,8.99,-1.82,6.66,4.61,10.18,138.84%,127.64%,-9%/0%(阴),0%,1%,-3%,-2%,-3%,-9%,-9%
603269,海鸥股份,2024-05-06,2.65,4.31,8.2,7.12,14.03,217.69%,104.37%,-3%/1%(阳),0%,-3%,-5%,-2%,-3%,-3%,-3%
603277,银都股份,2020-11-09,10.68,3.62,7.24,7.06,9.22,155.53%,105.54%,0%/6%(阳),10%,8%,5%,14%,14%,15%,15%
603278,大业股份,2026-04-21,9.71,5.33,6.91,4.66,12.65,280.26%,101.15%,-5%/-2%(阳),1%,-3%,-8%,-10%,-11%,-14%,-7%(板)
603282,亚光股份,2023-11-01,5.78,-3.78,4.57,4.3,7.71,157.4%,119.61%,-2%/0%(阴),0%,-1%,-1%,2%,0%,-2%,0%
603283,赛腾股份,2026-07-01,10.58,2.84,6.24,-0.02,11.51,165.91%,131.31%,-10%/-8%(阴),-13%,-14%,-14%,-14%,-11%,-9%,-17%
603299,苏盐井神,2019-07-03,8.3,-0.13,5.79,4.58,10.65,186.05%,170.52%,-3%/2%(阳),0%,5%,10%(板),10%,9%,8%,15%
603303,得邦照明,2019-11-08,6.97,-4.13,4.13,4.1,10.51,270.47%,103.17%,-5%/3%(阳),1%,1%,5%,3%,-1%,-2%,-3%
603305,旭升集团,2021-11-02,9.05,2.12,4.95,3.73,8.38,133.26%,123.33%,-3%/0%(阴),0%,2%,-1%,-1%,2%,1%,2%
603308,应流股份,2014-06-18,8.74,-2.31,5.09,2.92,7.97,136.87%,131.08%,0%/9%(阳),10%,9%,6%,8%,16%,22%(板),27%
603308,应流股份,2020-07-13,10.42,-0.25,8.29,0.84,11.48,118.62%,102.78%,-6%/0%(阴),-3%,-9%,-12%,-4%(板),2%,7%,3%
603311,金海高科,2022-06-28,9.94,-0.15,8.15,8.98,13.58,154.59%,154.5%,-8%/0%(阴),-7%,-10%,-7%,-8%,-10%,-12%,-11%
603313,梦百合,2018-09-26,9.45,0.0,4.79,3.92,7.19,138.96%,116.11%,-1%/3%(阳),1%,1%,1%,1%,-2%,0%,1%
603318,水发燃气,2024-11-20,3.04,5.01,16.47,6.4,10.16,228.24%,121.68%,-6%/3%(阴),3%(板),13%,8%,3%,1%,-5%,-5%
603324,盛剑科技,2026-05-22,10.45,7.38,5.87,-7.33,11.03,231.87%,122.48%,-3%/2%(阳),-1%,1%,2%(板),12%(板),14%,14%,10%
603332,苏州龙杰,2025-12-31,10.05,-3.41,3.99,4.2,9.16,212.82%,113.18%,-2%/0%(阴),-1%,-2%,-2%,-2%,-1%,0%,-2%
603337,杰克科技,2025-08-15,10.54,0.7,10.57,9.34,11.68,131.4%,120.13%,-7%/-1%(阴),-6%,-12%,-9%,-10%,-11%,-12%,-10%
603339,四方科技,2026-07-10,11.88,-0.9,4.65,6.0,8.74,114.98%,109.43%,-5%/-1%(阳),-4%,-15%,-22%,-25%,-29%,-29%,-32%
603355,莱克电气,2025-10-24,10.35,1.86,5.08,1.82,6.04,122.21%,105.86%,0%/7%(阳),9%,8%,8%,6%,4%,3%,2%
603369,今世缘,2015-05-27,9.37,6.83,9.69,6.04,13.05,125.84%,107.58%,-6%/9%(阴),2%,5%,3%,-2%,-1%,-3%,-5%
603379,三美股份,2021-07-07,11.49,4.16,6.96,5.94,7.75,186.21%,100.91%,-6%/-2%(阴),-7%,-4%,-6%,1%,2%,2%,1%
603387,基蛋生物,2024-09-30,10.53,2.99,4.98,6.88,8.33,225.71%,209.81%,0%/10%(阴),3%,-1%,-5%,-7%,-3%,-7%,-6%
603388,未找到标的,2019-12-18,9.54,0.51,3.44,3.93,9.77,109.64%,104.03%,-2%/0%(阴),1%,4%,-2%,-4%,0%,0%,-1%
603393,新天然气,2022-02-24,9.11,1.06,3.99,8.42,7.18,145.31%,143.86%,-6%/-2%(阳),-2%,-7%,-4%,2%,-3%,-2%,-7%
603399,永杉锂业,2013-03-13,7.31,5.75,8.8,5.63,12.25,247.81%,116.69%,-6%/-1%(阳),1%,-5%,2%,7%,7%,14%,10%
603416,信捷电气,2019-02-15,10.96,6.86,10.29,1.49,7.99,124.04%,100.78%,-1%/10%(阳),7%,3%,2%,2%,11%,13%,11%
603439,三力制药,2026-05-26,8.93,3.29,7.14,-6.5,11.86,139.28%,110.59%,-2%/4%(阳),9%,17%(板),25%,26%,19%,17%,24%
603506,南都物业,2025-09-16,9.75,-1.87,6.53,7.2,9.1,122.7%,113.58%,-5%/-2%(阴),-4%,-8%,-10%,-11%,-12%,-12%,-12%
603508,思维列控,2019-05-06,4.83,6.42,13.26,7.41,15.46,191.83%,146.07%,-4%/3%(阳),-1%,-2%,5%,15%,27%,31%,37%(板)
603519,立霸股份,2020-05-15,9.79,-2.25,5.37,2.38,12.72,180.14%,105.16%,2%/9%(阳),11%,10%,8%,3%,0%,7%(板),16%
