股票代码,股票名称,D-0日期,D-2涨幅,D-2振幅,D-1振幅,D-0涨幅,D-0振幅,D-2~D-0区间振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
002404,,2016-11-11,1.07,4.27,8.44,0.11,6.08,17.18%,315.75%,185.16%,-2%/0%(阳),2%,0%,-2%,1%,1%,3%
002407,,2024-10-08,8.38,8.57,5.54,9.66,6.79,29.71%,202.78%,148.08%,-9%/-1%(阴),-7%,-11%,-14%,-15%,-16%,-16%
002414,,2014-09-04,3.5,4.88,6.82,2.34,8.32,20.42%,343.06%,122.4%,-3%/-1%(阴),0%,-1%,-2%,-2%,2%,-1%
002414,,2025-02-21,6.09,7.79,8.95,-0.97,4.0,17.85%,226.72%,169.73%,3%/10%(板),6%,5%,3%,0%,-1%,-1%
002418,,2015-01-23,6.04,9.87,8.64,-0.12,12.42,28.2%,246.27%,159.93%,-3%/10%(板),14%,11%,9%,11%,9%,13%
002418,,2019-04-22,6.33,11.95,14.21,1.8,12.16,31.11%,150.05%,102.62%,-9%/-1%(阴),0%,0%,-1%(板),-4%,-13%,-20%
002419,,2022-12-23,6.28,10.91,11.66,1.56,10.61,29.42%,216.76%,165.74%,-6%/-2%(阴),-3%,-5%,-8%,-4%,-6%,-6%
002420,,2021-08-24,4.47,6.26,9.64,5.64,12.26,28.19%,432.26%,106.36%,-3%/6%(阳),9%,16%,16%,15%,13%,19%
002425,,2013-03-27,3.04,7.09,12.55,0.4,6.75,17.66%,181.62%,102.28%,-4%/0%(阳),-1%,-3%,-25%,-26%,-27%,-26%
002428,,2010-09-09,-0.42,7.51,12.32,4.83,11.06,22.65%,196.3%,117.59%,-2%/7%(阳),5%,3%,-1%,-5%,-6%,-7%
002428,,2025-07-30,3.32,6.09,9.95,-3.96,7.08,17.05%,188.14%,139.38%,-6%/0%(阴),-6%,-10%,-9%,-9%,-6%,-2%
002428,,2026-01-12,6.89,8.79,9.89,5.34,9.94,26.01%,150.12%,143.6%,-8%/-3%(阴),-7%,-7%,-6%,-9%,-10%,-9%
002433,,2021-11-17,5.46,6.74,11.23,3.14,11.3,27.69%,224.99%,130.54%,-5%/0%(阴),-5%,-6%,3%(板),4%,10%,6%
002434,,2014-05-26,-1.87,4.1,10.74,2.33,5.1,15.58%,344.82%,118.38%,-2%/0%(阴),1%,-1%,2%,0%,2%,8%
002440,,2013-01-16,7.17,8.84,6.09,6.01,5.06,29.62%,492.85%,122.24%,-4%/-1%(阳),0%,1%,2%,-2%,-2%,-6%
002441,,2021-12-20,5.79,7.21,10.42,1.13,12.57,28.6%,303.41%,243.11%,-5%/5%(阳),5%,4%,3%,-2%,-3%,-4%
002446,,2010-09-03,2.07,3.95,10.46,6.37,6.07,23.52%,208.1%,176.29%,-6%/-1%(阴),-4%,-6%,-5%,-7%,-6%,-3%
002448,,2020-06-08,2.92,5.64,9.26,4.12,8.59,24.51%,619.28%,179.74%,-10%/-6%(阴),-12%,-13%,-13%,-15%,-16%,-16%
002451,,2013-08-29,5.12,7.47,12.37,-3.11,11.24,23.1%,171.29%,136.12%,-2%/9%(阳),1%,-1%,-1%,-2%,3%,8%
002451,,2016-11-17,-0.15,5.71,11.58,7.93,6.6,22.55%,341.9%,279.51%,-3%/4%(阴),6%(板),13%,7%,2%,3%,-2%
002451,,2023-01-16,0.84,5.04,9.67,3.33,8.03,22.18%,860.55%,438.23%,-4%/2%(阳),1%,-3%,-5%,-1%,-2%,-1%
002452,,2020-03-16,8.9,12.85,19.21,-3.99,14.86,33.28%,159.11%,123.25%,-3%/10%(阳),7%,-2%,-1%,1%,-1%,-7%
002454,,2025-08-14,1.75,5.25,9.4,-3.34,9.8,19.84%,473.22%,332.47%,1%/3%(阳),2%,1%,3%,4%,2%,1%
002456,,2020-02-26,7.56,11.18,15.94,-3.56,8.42,25.19%,159.02%,116.62%,-8%/2%(阴),-7%,-9%,-3%,-9%,-10%,-12%
002458,,2025-04-09,-1.98,9.8,11.06,-0.48,9.38,18.67%,146.17%,116.22%,-3%/0%(阳),-2%,-2%,-2%,-3%,-5%,-6%
002464,,2019-09-10,5.98,9.04,10.04,0.37,7.13,23.91%,210.81%,181.1%,-4%/-1%(阴),-2%,5%,2%,9%(板),14%,11%
002466,,2018-02-13,1.73,7.67,7.81,-0.38,5.1,19.33%,119.87%,110.8%,-3%/3%(阳),6%,5%,7%,4%,7%,11%
002470,,2013-11-25,4.01,5.64,8.39,-2.94,5.54,17.07%,225.92%,120.25%,-2%/5%(阳),3%,6%,6%,5%,5%,14%
002470,,2020-04-08,6.16,11.96,9.56,-4.35,9.94,24.28%,152.68%,108.33%,1%/7%(阴),0%,0%,-1%,-2%,-8%,-10%
002470,,2024-05-17,4.73,9.46,2.58,-5.26,5.85,16.22%,263.97%,113.32%,-1%/1%(阳),4%,0%,-2%,-5%,-5%,-5%
002472,,2012-02-13,0.08,2.78,4.74,6.17,10.1,20.52%,615.26%,140.97%,-2%/-1%(阴),-2%,-2%,-2%,-1%,-2%,0%
002472,,2014-10-31,7.05,8.13,11.23,8.38,10.7,29.02%,280.05%,131.89%,-4%/-1%(阳),-1%,0%,-2%,-5%,-6%,-7%
002472,,2018-03-14,1.1,2.1,1.86,2.98,7.65,18.78%,595.0%,328.49%,-8%/-3%(阳),6%,1%,1%,0%,-3%,-10%
002474,,2019-03-08,3.61,6.63,11.16,-1.9,13.53,24.34%,201.97%,148.12%,-3%/8%(阳),13%(板),23%,5%,3%,4%,13%
002476,,2021-09-08,4.19,3.69,8.98,0.22,7.96,17.49%,460.02%,239.83%,-3%/8%(阳),2%,3%,3%,3%,8%,10%
002476,,2025-08-21,4.46,6.9,9.9,1.06,7.94,25.15%,251.43%,117.11%,-2%/1%(阴),-1%,-2%,-2%,-6%,-7%,0%(板)
002481,,2019-09-03,3.48,9.24,10.21,-1.58,10.34,24.85%,175.36%,138.37%,-3%/2%(阴),3%,-3%,-4%,0%,0%,-5%
002484,,2014-01-27,1.79,4.99,8.51,2.74,7.32,23.0%,357.01%,233.96%,-4%/0%(阳),7%,7%,9%,14%,8%,11%
002486,,2013-08-09,7.27,10.91,12.83,-2.42,8.59,25.45%,180.87%,100.88%,-2%/5%(阳),11%(板),12%,9%,10%,5%,5%
002486,,2016-07-13,1.68,6.72,0.0,-0.38,6.77,14.71%,311.31%,254.3%,-1%/10%(板),20%,17%(板),29%,33%,22%,20%
002486,,2024-10-08,1.56,5.73,9.74,6.98,7.91,25.0%,225.88%,127.12%,-9%/0%(阴),-6%,-10%,-10%,-11%,-13%,-11%
002487,,2025-09-08,2.15,4.92,9.62,4.88,5.05,19.58%,171.26%,123.52%,-1%/2%(阳),0%,0%,-2%,-3%,-4%,-3%
002494,,2015-03-09,0.51,2.24,4.65,-2.66,4.17,11.14%,271.13%,134.47%,-1%/2%(阳),-1%,-3%,-3%,0%,1%,5%
002494,,2019-03-25,1.75,4.92,11.23,-3.12,7.94,17.62%,260.47%,236.73%,-6%/0%(阴),-4%,-1%,-3%,0%,0%,-2%
002495,,2016-06-15,4.71,14.14,12.24,-0.13,7.8,25.48%,182.7%,117.49%,-4%/-1%(阳),1%,0%,0%,0%,3%,0%
002495,,2020-11-20,2.7,3.86,9.4,-4.44,8.19,16.22%,629.74%,155.53%,-3%/0%(阴),-2%,-2%,-5%,-5%,-3%,-4%
002498,,2019-04-22,7.52,9.09,13.41,3.18,10.08,30.41%,303.91%,136.11%,-10%/-3%(阴),-8%,-9%,-11%,-14%,-17%,-20%
002503,,2021-09-09,4.46,7.64,10.37,-1.11,5.0,15.92%,135.58%,115.99%,-4%/3%(阴),-2%,-3%,-5%,-3%,-7%,-8%
002505,,2014-08-13,3.75,5.32,9.92,4.97,8.63,26.07%,325.06%,147.29%,-1%/8%(阳),14%,13%,10%,5%,5%,4%
002505,,2019-04-24,3.54,6.19,13.68,4.28,13.23,22.57%,337.02%,184.11%,-7%/4%(阴),-7%,-15%,-16%,-10%,-8%,-5%
002512,,2019-03-07,7.52,10.49,12.52,3.84,12.11,31.99%,148.44%,112.73%,-9%/-2%(阴),-8%,0%(板),6%,-6%,-5%,-10%
002514,,2016-03-24,4.31,10.2,10.66,2.72,8.04,24.86%,176.28%,122.83%,-6%/1%(阳),0%,-5%,-4%,-3%,-6%,-4%
002514,,2021-05-25,4.12,5.41,7.92,-2.7,6.31,15.72%,256.94%,180.56%,-4%/-2%(阳),-3%,-1%,-2%,-2%,-4%,-3%
002516,,2016-08-22,7.09,9.92,5.59,4.28,6.55,28.98%,357.24%,288.36%,-8%/-2%(阳),2%,-9%,-9%,-10%,-11%,-11%
002516,,2020-01-08,1.47,3.3,10.47,3.28,7.87,21.98%,848.01%,324.92%,-2%/1%(阴),-1%,-4%,-3%,-5%,-6%,-7%
002517,,2014-11-13,3.39,6.27,9.99,-7.27,10.25,19.34%,289.79%,135.16%,-8%/-1%(阴),-7%,-7%,-3%,-1%,3%,4%
002517,,2024-10-08,5.98,7.94,5.92,6.64,10.01,27.45%,177.7%,135.01%,-8%/-2%(阴),-5%,-10%,-9%,-6%,-6%,-4%
002518,,2015-03-02,3.73,4.95,8.47,3.83,6.17,21.36%,486.22%,118.5%,-2%/0%(阴),0%,1%,5%,-3%,1%,2%
002519,,2021-06-29,4.47,6.45,6.89,-7.34,8.21,17.12%,240.49%,127.1%,-3%/2%(阴),-2%,-5%,-6%,-5%,-5%,-4%
002520,,2022-10-18,3.67,5.9,11.23,-3.78,7.83,18.82%,267.51%,147.95%,2%/9%(阳),5%,5%,7%,5%,5%,6%
002521,,2016-06-15,1.41,7.14,11.2,4.72,6.82,20.96%,357.19%,162.37%,-4%/0%(阴),-4%,-5%,-4%,-4%,-4%,4%(板)
002521,,2024-03-20,4.31,4.31,10.73,2.14,8.47,22.51%,396.12%,193.85%,0%/3%(阳),3%,6%,4%,7%,7%,9%
002527,,2020-11-13,-0.17,3.85,11.74,3.66,4.73,18.93%,496.58%,210.15%,-5%/0%(阳),3%,1%,-2%,-2%,-2%,-2%
002528,,2019-11-07,1.47,9.05,13.28,7.92,8.11,24.63%,344.23%,208.22%,-8%/-3%(阴),-6%,-6%,-9%,-12%,-5%(板),4%(板)
002528,,2022-06-28,1.47,8.8,12.14,-1.57,11.02,22.29%,233.03%,200.71%,-4%/0%(阴),5%(板),15%(板),26%(板),37%,2%,0%
002531,,2013-02-18,3.22,4.68,8.24,5.61,4.49,24.89%,373.72%,212.92%,-2%/2%(阳),1%,-1%,-4%,-4%,-4%,-5%
002531,,2024-10-08,6.91,8.4,6.72,5.07,8.53,27.91%,198.94%,144.47%,-6%/-2%(阴),-2%,-6%,-8%,-9%,-12%,-12%
002533,,2020-04-28,2.95,5.9,9.78,-3.53,12.42,17.01%,212.56%,207.55%,-8%/-1%(阴),-6%,-7%,-7%,-4%,-4%,-8%
002534,,2024-10-08,5.37,6.48,6.15,8.13,8.48,26.14%,199.91%,122.36%,-8%/-1%(阴),-1%,-4%,-6%,-7%,-8%,-8%
002535,,2024-10-08,2.95,4.72,10.03,8.07,9.64,24.78%,281.91%,111.68%,-8%/-3%(阴),-6%,-9%,-10%,-11%,-11%,-10%
002536,,2026-06-25,4.46,8.36,13.31,4.85,4.28,22.94%,121.84%,107.51%,-8%/1%(阴),-7%,-8%,-5%,-6%,0%(板),10%
002537,,2022-08-15,3.28,4.8,11.86,0.33,10.22,22.98%,293.52%,171.42%,-3%/4%(阳),0%,-3%,2%,6%,3%,6%
002540,,2015-05-22,5.05,7.48,9.2,0.05,9.01,23.88%,148.27%,131.37%,-5%/-1%(阳),2%,2%,0%,-9%,-5%(板),2%
002542,,2018-11-20,3.3,4.84,8.51,-3.48,10.64,20.0%,386.05%,132.22%,-6%/-1%(阳),-4%,-5%,-5%,-8%,-9%,-7%
002542,,2019-03-13,5.61,7.01,8.73,1.72,11.03,28.66%,391.86%,267.71%,-9%/-4%(阴),-6%,-2%,-4%,-6%,-3%,-1%
002545,,2016-10-12,6.25,9.33,11.86,-2.21,7.3,22.72%,175.39%,100.98%,-2%/0%(阴),0%,0%,-2%,-3%,-4%,-5%
002546,,2023-05-18,5.0,10.87,12.63,6.03,7.53,25.22%,337.39%,258.17%,-9%/-2%(阳),6%,7%(板),18%(板),30%(板),36%,23%
002547,,2023-02-10,2.06,4.86,8.06,0.0,10.48,25.23%,354.14%,316.87%,-5%/2%(阳),4%,7%,2%,-1%,-3%,0%
002548,,2025-04-09,-2.79,7.61,10.7,-0.95,6.65,13.45%,159.24%,107.56%,-2%/1%(阳),-1%,-3%,-2%,-3%,-4%,-5%
002553,,2015-02-05,9.21,9.37,9.96,1.95,6.03,26.51%,124.47%,115.82%,1%/8%(阴),4%,0%,3%,2%,5%,6%
002553,,2017-01-17,4.83,9.98,10.07,1.7,7.45,18.66%,491.86%,121.03%,-4%/0%(阴),-5%,0%,-3%,-5%,0%,-4%
002553,,2023-06-16,6.06,8.48,9.96,0.82,9.27,24.5%,246.83%,143.34%,-5%/-2%(阴),4%(板),14%(板),26%(板),38%(板),49%,49%
002555,,2025-08-27,-0.51,2.87,3.56,1.03,5.5,18.28%,328.06%,219.33%,-3%/1%(阳),1%,1%,1%,3%,2%,6%
002556,,2014-02-13,1.75,4.76,10.78,0.52,4.86,18.64%,284.01%,149.74%,0%/2%(阳),3%,9%,9%,7%,8%,15%
002558,,2020-07-06,4.7,7.83,7.48,7.5,8.76,26.8%,255.19%,239.24%,-5%/-1%(阴),7%,7%,4%,3%,10%,9%
002559,,2021-11-22,2.59,4.94,10.88,3.96,9.69,20.45%,344.22%,139.44%,-5%/0%(阴),-3%,-4%,-5%,-7%,-8%,-8%
002559,,2026-06-29,2.85,7.63,11.44,5.61,13.48,25.55%,250.29%,160.02%,-5%/-1%(阳),7%(板),18%(板),15%,11%,6%,1%
002560,,2023-07-03,5.88,7.59,5.9,-4.73,5.15,17.14%,198.59%,101.99%,-2%/0%(阴),0%,-2%,-3%,-4%,-5%,-1%
002560,,2025-05-09,4.68,5.62,10.73,0.54,9.62,25.59%,511.8%,329.56%,-4%/7%(阳),5%,6%,11%(板),22%(板),34%,23%
002561,,2022-04-13,7.14,9.69,14.17,-4.22,12.77,27.04%,154.39%,135.72%,-7%/-1%(阳),-1%,-5%,-6%,1%,-4%,-5%(板)
002563,,2024-10-08,6.3,5.0,6.45,6.97,9.98,25.74%,148.59%,117.55%,-5%/2%(阴),4%,1%,-1%,-2%,-4%,-6%
002565,,2019-08-26,4.73,10.19,13.26,3.85,11.41,26.88%,174.3%,127.4%,-3%/4%(阳),-1%,-4%,-6%,-8%,-7%,-6%
002567,,2025-04-09,-4.96,8.73,9.6,1.71,6.07,15.08%,183.02%,120.0%,-3%/2%(阳),0%,-2%,-3%,-2%,-4%,-4%
002572,,2024-09-30,9.12,10.12,8.75,7.72,5.58,31.58%,202.55%,124.56%,-6%/9%(阴),-6%,-8%,-8%,-4%,-2%,-1%
002573,,2013-07-23,3.12,7.42,9.93,0.88,5.19,17.66%,147.18%,100.12%,-2%/9%(阳),4%,2%,1%,-1%,4%,5%
002573,,2021-09-01,2.39,3.19,8.37,1.06,4.6,17.73%,660.47%,198.69%,-2%/9%(阳),6%,8%,7%,6%,10%,9%
002575,,2023-12-04,5.85,9.98,11.38,-2.36,7.98,17.21%,155.03%,101.03%,-4%/-2%(阴),-4%,-5%,-8%,-10%,-8%,-9%
002578,,2024-04-08,2.68,5.65,11.3,-2.63,10.53,22.92%,364.57%,172.15%,0%/5%(阳),0%,0%,-1%,2%,-12%,-15%
002579,,2016-03-31,5.96,5.25,11.75,-0.53,5.95,16.9%,104.45%,103.25%,-4%/-1%(阴),4%,5%,3%,2%,4%,1%
002580,,2022-05-31,3.12,6.78,10.66,-4.55,8.85,17.91%,347.86%,178.64%,-4%/3%(阳),6%,4%,8%,3%,2%,3%
002581,,2013-09-17,2.48,3.72,9.84,3.45,6.36,20.35%,443.96%,206.56%,0%/5%(阳),3%,11%,11%,11%,9%,9%
002581,,2020-10-21,6.6,10.0,11.82,-3.97,13.86,27.25%,167.01%,125.07%,-9%/-5%(阴),-8%,-6%,-7%,-12%,-11%,-13%
002584,,2016-03-24,4.01,10.01,11.04,4.68,9.55,26.76%,275.13%,200.3%,-9%/-1%(阴),-6%,-10%,-4%(板),-1%,-5%,0%
002585,,2024-10-08,6.6,6.6,6.38,7.38,8.26,27.84%,209.77%,124.67%,-8%/-2%(阴),-6%,-10%,-13%,-13%,-14%,-14%
002589,,2019-09-09,2.63,5.0,11.03,1.17,5.13,16.32%,144.32%,100.87%,-1%/1%(阳),0%,6%,5%,3%,2%,2%
002589,,2022-01-13,3.29,3.04,7.84,6.68,12.03,23.54%,565.15%,150.71%,-5%/9%(阳),1%,-4%,-8%,-9%,-13%,-16%
002591,,2015-03-04,3.38,3.87,7.2,-1.75,8.12,19.17%,316.21%,249.96%,-3%/0%(阴),-2%,-2%,3%,2%,7%,9%
002591,,2019-02-25,1.62,3.25,11.63,7.0,7.27,23.49%,474.5%,373.43%,-4%/0%(阴),-3%,-2%,-7%,-4%,-3%,-1%
002594,,2013-05-07,6.5,8.54,9.81,2.22,5.62,22.15%,200.66%,106.08%,-2%/2%(阳),10%(板),15%,20%,23%(板),28%,27%
002596,,2022-12-09,3.48,9.81,11.93,-0.56,11.94,25.95%,386.69%,329.12%,-8%/-2%(阴),3%(板),5%,7%,7%,2%,-3%
002600,,2015-04-03,6.93,9.82,10.48,6.16,11.62,27.77%,183.07%,126.39%,1%/9%(板),18%,15%,-42%,-44%,-44%,-44%
002600,,2020-07-09,3.66,8.44,10.5,-0.53,5.88,16.8%,127.29%,107.26%,-4%/-2%(阴),-2%,-2%,-5%,-10%,-15%,-15%
002602,,2024-10-08,5.87,6.7,5.8,9.35,9.83,28.21%,237.55%,144.41%,-9%/-3%(阴),-6%,-11%,-14%,-12%,-9%,-9%
002603,,2022-12-08,-2.08,12.52,13.71,5.37,12.93,24.04%,130.57%,122.98%,-3%/3%(阳),2%,0%,-4%,-11%,-10%,-16%
002608,,2013-01-15,3.76,9.02,11.64,2.38,10.33,25.32%,171.07%,112.61%,-2%/8%(阳),3%,-2%,-3%,-4%,0%(板),10%(板)
002608,,2019-02-26,5.33,7.15,7.41,-2.24,12.01,28.09%,244.1%,112.97%,10%/9%(板),11%,16%,23%,17%,21%,16%
002610,,2019-03-08,6.34,6.83,11.01,-4.17,15.83,26.83%,179.1%,148.53%,0%/10%(板),16%,10%,4%,0%,-1%,0%
002611,,2014-07-08,8.05,10.28,12.94,2.41,8.56,27.01%,134.06%,124.63%,-5%/1%(阴),-3%,-5%,0%,1%,-3%,-5%
002611,,2022-06-30,4.78,7.39,10.79,-1.89,13.77,23.26%,310.17%,124.19%,-8%/-2%(阴),-1%,-6%,-9%,-9%,-6%,-7%
002611,,2025-11-04,7.95,8.47,7.11,2.2,11.77,23.18%,134.7%,101.35%,-3%/4%(阳),4%,-1%,-3%,-6%,-8%,-11%
002615,,2023-10-18,-0.29,11.76,9.9,-0.26,7.67,17.13%,178.98%,177.85%,-4%/-1%(阴),-4%,-5%,-7%,-7%,-8%,-2%
002617,,2026-05-15,5.88,8.16,10.2,-3.51,10.1,23.89%,279.93%,151.12%,-4%/0%(阴),3%,3%,1%,0%,3%,12%
002620,,2024-08-07,3.09,6.18,9.74,-2.04,14.29,27.8%,669.85%,269.5%,-10%/-5%(阴),-8%,-4%,-8%,-5%,-6%,-7%
002628,,2014-12-16,3.22,6.63,12.66,0.17,6.5,17.61%,208.83%,200.59%,-3%/-1%(阴),5%,3%,0%,-4%,-6%,-2%
002629,,2024-10-08,6.09,9.14,9.57,8.7,11.74,28.43%,237.03%,144.11%,-10%/-5%(阴),-2%,-7%,-11%,-9%,-10%,-10%
002631,,2024-10-08,5.83,5.83,9.17,2.5,11.46,27.67%,198.63%,127.96%,-9%/-4%(阴),-9%,-4%,-6%,-2%,-6%,-5%
002636,,2023-07-07,3.35,8.32,11.09,-1.43,10.08,21.08%,326.4%,274.89%,-2%/1%(阴),0%,-1%,0%,2%,1%,0%
002637,,2021-08-13,5.59,4.77,9.1,0.92,4.16,17.78%,147.3%,124.24%,-2%/1%(阴),-1%,-2%,-3%,-6%,-6%,-6%
002642,,2021-12-22,-0.57,6.32,10.4,-2.28,12.26,21.26%,470.55%,348.79%,-2%/6%(阳),9%,5%,2%,0%,4%,4%
002642,,2026-05-11,2.87,2.87,10.06,-0.22,8.15,18.95%,505.07%,226.04%,-2%/0%(阴),-2%,-1%,-4%,-3%,2%,1%
002645,,2020-02-28,6.55,9.71,11.12,-1.83,15.13,27.31%,191.15%,100.11%,1%/6%(阳),12%,8%,10%,9%,6%,0%
002645,,2021-06-30,4.45,6.78,10.81,-7.58,10.47,17.08%,161.75%,111.29%,-7%/-1%(阴),-2%,-1%,3%,8%,16%,21%
002646,,2012-05-02,7.43,12.16,11.51,2.53,8.81,30.87%,214.72%,145.16%,-1%/7%(阳),3%,4%,0%,6%,2%,6%
002653,,2012-06-14,4.65,8.63,12.26,-1.77,5.46,19.16%,180.56%,148.38%,-2%/3%(阴),3%,1%,2%,1%,1%,-3%
002657,,2018-01-12,6.52,8.48,11.22,-4.39,11.55,23.86%,186.02%,128.94%,-7%/-3%(阴),-4%,-9%,-10%,-9%,-5%,-7%
002658,,2015-05-28,5.48,6.81,11.45,-9.03,15.19,23.38%,127.48%,106.03%,-9%/3%(阴),7%,15%,15%,16%,16%,12%
002658,,2020-03-05,2.11,3.77,11.08,6.17,11.68,23.23%,919.41%,294.9%,-5%/-3%(阴),-8%,-8%,-8%,-8%,-11%,-10%
002660,,2015-10-14,3.98,5.51,11.38,3.75,12.4,23.78%,323.46%,211.89%,-3%/3%(阳),12%(板),23%,21%,17%,15%,20%
002660,,2023-04-17,2.42,9.24,11.71,-3.52,4.3,13.97%,208.68%,133.17%,-4%/2%(阴),-2%,-3%,-4%,-12%,-16%,-15%
002665,,2019-03-08,4.31,6.46,11.8,1.88,11.26,27.38%,250.01%,176.1%,-4%/3%(阳),7%,5%,1%,-5%,-5%,-4%
002667,,2012-12-24,4.78,6.25,10.01,6.93,5.52,24.57%,420.7%,304.44%,-2%/8%(阳),14%,12%,15%,15%,12%,11%
002667,,2022-11-08,5.2,6.69,9.26,-5.26,11.28,20.94%,178.04%,109.05%,0%/3%(阳),-2%,-1%,-6%,-4%,-4%,-5%
002667,,2023-11-13,1.13,5.9,11.59,-1.31,4.14,13.66%,300.54%,189.15%,-2%/0%(阴),2%,-1%,-1%,-1%,-1%,-3%
002670,,2013-12-16,5.96,10.64,11.95,1.49,7.0,23.58%,161.44%,116.91%,-10%/-1%(阴),-5%,-6%,-10%,-12%,-8%,-7%
002671,,2012-12-21,4.13,4.56,11.31,3.13,7.83,19.92%,370.31%,119.77%,-1%/6%(阳),8%,10%,8%,7%,6%,15%(板)
002671,,2022-07-29,5.51,10.41,11.41,-4.75,15.29,29.18%,317.31%,155.5%,-8%/-4%(阴),-7%,-11%,-13%,-13%,-13%,-13%
002672,,2024-03-18,1.58,5.88,12.03,1.62,8.7,20.81%,309.09%,162.59%,-3%/1%(阴),4%,0%,-2%,-5%,-6%,-7%
002675,,2019-02-12,5.82,6.4,9.79,0.4,4.3,19.67%,189.88%,104.91%,-1%/2%(阳),1%,0%,3%,5%,3%,4%
002675,,2022-10-17,3.21,6.56,10.62,4.18,7.26,22.0%,336.42%,135.36%,1%/7%(阳),7%,3%,2%,5%,1%,8%
002676,,2019-04-12,3.32,8.67,12.84,-5.83,10.99,21.68%,177.55%,121.75%,-1%/9%(板),20%(板),32%,30%,27%,19%,14%
002678,,2014-06-24,5.78,5.65,7.4,2.1,7.06,17.59%,165.48%,163.97%,-5%/-2%(阴),1%,6%,3%,4%,-1%,-2%
002681,,2019-12-09,4.18,9.16,11.47,4.7,7.83,26.1%,199.43%,187.34%,-1%/9%(板),10%,5%,2%,5%,7%,16%
002681,,2022-06-21,4.56,7.98,10.63,-5.94,7.43,17.66%,302.03%,160.44%,-6%/-1%(阴),0%,10%,3%,7%,9%,7%
002682,,2013-12-10,0.13,3.26,8.32,1.06,3.9,12.37%,326.12%,117.06%,-4%/0%(阴),-2%,-3%,-4%,-7%,-7%,-7%
002684,,2016-06-08,3.5,4.9,10.92,1.46,6.59,18.07%,202.16%,106.79%,-10%/-2%(阴),-10%,-2%,1%,-1%,0%,3%
002688,,2019-04-26,5.73,5.23,12.44,-6.52,11.88,18.38%,291.32%,120.37%,-9%/-4%(阴),-9%,-18%,-20%,-14%,-20%,-19%
002688,,2025-03-28,2.36,5.58,11.11,-4.76,5.9,13.52%,439.81%,111.62%,-6%/0%(阴),3%(板),9%,18%(板),30%(板),43%(板),58%(板)
002689,,2013-09-03,4.51,7.68,10.86,6.1,7.98,22.7%,219.87%,134.21%,-2%/5%(阳),6%,3%,7%,11%,11%,0%
002690,,2025-08-27,0.34,1.69,6.68,1.53,7.4,16.84%,490.98%,265.49%,-3%/1%(阴),1%,3%,1%,5%,1%,0%
002691,,2024-11-13,4.33,5.99,11.64,-5.8,9.57,18.14%,289.79%,183.56%,-8%/-1%(阴),-8%,-10%,-12%,-10%,-7%,-5%
002695,,2024-08-09,3.9,8.42,13.06,-3.96,9.41,20.12%,434.16%,139.77%,-4%/-2%(阴),-3%,-4%,-4%,-5%,-7%,-3%
002696,,2013-11-15,4.22,8.39,11.03,7.88,8.02,27.74%,267.54%,150.6%,-4%/-2%(阴),-2%,-3%,-4%,-3%,0%,1%
002697,,2024-10-08,1.91,3.18,6.03,0.57,12.85,22.88%,288.81%,207.32%,-9%/-3%(阴),-6%,-5%,-8%,-8%,-4%,-7%
002697,,2025-04-24,4.33,8.82,12.76,-4.64,14.2,24.79%,186.77%,170.19%,-5%/3%(阳),-3%,-12%,-9%,-13%,-10%,-11%
002699,,2012-12-24,2.59,5.65,10.62,7.24,7.66,23.52%,280.26%,173.41%,-2%/9%(阳),11%,11%,14%,10%,10%,14%
002702,,2025-11-14,1.51,9.64,12.29,-5.58,6.09,13.99%,196.75%,185.53%,0%/7%(阴),1%,1%,0%,0%,-4%,0%
002703,,2020-02-26,5.64,5.22,15.02,-3.41,8.98,21.92%,230.9%,116.77%,-5%/1%(阴),-8%,-6%,-3%,-6%,-5%,-6%
002706,,2015-10-23,1.56,10.89,8.92,-4.33,8.7,14.65%,194.95%,181.34%,-9%/-3%(阴),-6%,-5%,-9%,-9%,-4%,-5%
002706,,2024-12-31,3.78,5.18,8.23,-5.77,8.22,15.13%,222.24%,167.12%,-7%/0%(阴),-4%,-8%,-8%,-9%,-8%,-10%
002707,,2020-06-01,4.84,8.3,12.05,2.25,9.3,23.36%,171.32%,127.53%,-9%/2%(阴),-8%,-3%,-3%,-3%,1%,4%
002716,,2016-11-03,2.86,5.82,7.89,5.14,8.06,24.83%,307.23%,155.6%,-3%/0%(阳),-3%,-5%,4%(板),1%,0%,-4%
002719,,2014-10-20,3.18,9.2,9.21,0.73,9.51,25.77%,255.28%,207.06%,0%/3%(阴),0%,1%,2%,-2%,-2%,1%
002719,,2022-06-02,5.39,9.61,14.35,-5.06,8.29,16.88%,277.68%,253.1%,-3%/0%(阴),0%,-3%,-4%,-6%,-6%,-7%
002721,,2015-12-11,4.04,15.0,12.0,-7.65,11.09,23.33%,142.54%,106.83%,-5%/0%(阳),6%,9%,8%,14%,22%,22%
002722,,2025-02-21,9.15,10.39,3.53,-2.69,9.74,26.91%,246.81%,139.33%,-4%/1%(阴),-4%,-4%,-5%,-4%,-4%,-6%
002724,,2015-05-28,6.01,10.34,11.53,4.12,9.85,28.98%,178.1%,165.98%,-10%/0%(阴),-6%,-4%,-7%,-11%,-13%,-12%
