股票代码,股票名称,D-0日期,D-2涨幅,D-2振幅,D-1振幅,D-0涨幅,D-0振幅,D-2~D-0区间振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
601608,,2022-06-29,1.65,6.04,9.73,-4.67,9.09,16.21%,308.38%,192.21%,-3%/-1%(阴),7%(板),14%,10%,12%,9%,8%
601618,,2019-02-27,5.83,5.83,11.01,-1.94,5.28,18.45%,197.16%,110.05%,-2%/1%(阴),1%,3%,11%,7%,9%,4%
601636,,2012-02-16,2.32,7.09,11.33,2.67,7.15,18.42%,202.99%,149.19%,-3%/-1%(阴),-1%,-2%,-1%,2%,1%,3%
601636,,2016-08-11,2.73,3.33,10.03,-5.09,7.24,12.12%,256.02%,157.06%,0%/8%(阳),7%,12%,15%,15%,17%,14%
601666,,2017-07-20,5.92,6.46,7.46,4.31,6.01,25.49%,319.55%,184.35%,-1%/2%(阳),2%,1%,2%,-3%,-6%,-1%
601666,,2024-02-23,1.69,7.89,10.7,-3.42,5.62,15.02%,158.83%,124.4%,-2%/1%(阴),0%,1%,-1%,0%,3%,3%
601698,,2024-07-31,0.92,2.7,10.89,4.21,6.29,18.56%,654.28%,278.43%,-2%/4%(阳),3%,6%,-1%,2%,-2%,-6%
601700,,2026-01-20,5.52,7.41,13.73,-1.78,10.85,18.28%,132.32%,107.34%,-3%/1%(阳),4%,8%,3%,1%,1%,-7%
601702,,2021-02-23,4.07,6.51,8.6,-0.12,8.89,21.57%,218.77%,187.48%,-8%/-2%(阴),-2%,-7%,-10%,-10%,-6%,-5%
601727,,2010-03-04,2.06,2.61,9.79,1.64,5.61,18.57%,863.95%,264.84%,-4%/-2%(阴),-2%,-3%,-2%,-2%,-5%,-8%
601766,,2021-01-07,1.33,8.52,8.97,4.24,8.83,21.02%,234.82%,186.48%,-4%/-2%(阴),3%,5%,13%(板),24%(板),27%,21%
601777,,2015-12-01,3.17,11.24,11.79,0.33,10.23,22.1%,121.8%,106.23%,-9%/-1%(阴),-5%,-1%,-3%,-3%,-1%,-2%
601788,,2021-06-09,6.61,7.89,10.38,-6.89,10.33,18.1%,136.57%,111.93%,-1%/1%(阴),0%,-4%,-5%,-6%,-4%,-3%
601789,,2024-10-08,3.01,2.47,3.99,6.52,7.0,24.11%,647.89%,142.96%,-9%/-2%(阴),-6%,-9%,-9%,-7%,-8%,-8%
601798,,2023-03-06,2.94,8.58,9.7,0.45,9.84,23.94%,250.4%,190.08%,2%/10%(板),5%,1%,-4%,-3%,-6%,-2%
601800,,2025-07-23,4.45,4.34,11.29,-5.13,7.74,15.46%,193.77%,155.07%,-2%/1%(阳),-1%,-3%,-4%,-4%,-5%,-6%
601811,,2026-04-10,4.1,5.32,9.88,-3.26,7.53,16.61%,224.46%,100.67%,-7%/-3%(阴),-5%,-7%,-7%,-8%,-9%,-9%
601818,,2014-12-01,7.81,8.75,10.72,2.89,9.47,30.0%,145.45%,112.68%,-3%/9%(阳),9%,8%,15%,10%,18%,6%
601827,,2021-09-24,5.44,10.12,8.46,4.69,9.1,30.47%,400.38%,142.39%,-4%/3%(阴),0%,0%,0%,1%,-4%,-15%
601858,,2026-01-13,5.23,6.04,7.33,3.07,7.78,27.55%,376.33%,175.53%,-2%/9%(阳),12%,6%,-4%,-5%,-5%,-5%
601866,,2014-07-04,0.94,2.82,11.16,-3.38,6.33,14.08%,406.04%,127.09%,-3%/-2%(阴),-3%,-2%,-1%,7%(板),8%,6%
601868,,2022-09-08,5.83,5.83,8.05,-4.23,5.38,16.14%,179.41%,110.47%,-1%/4%(阳),7%,2%,1%,0%,-2%,-3%
601868,,2026-03-09,3.54,3.54,9.13,1.73,5.19,19.29%,378.12%,171.26%,-2%/9%(阳),17%(板),29%(板),34%,29%,19%,18%
601877,,2026-03-10,4.97,8.22,11.55,2.69,7.66,23.89%,221.0%,132.44%,-1%/5%(阳),3%,2%,-4%,-10%,-11%,-12%
601882,,2019-01-16,1.21,5.9,12.32,3.73,9.03,23.99%,837.67%,363.18%,-6%/0%(阴),-5%,-6%,-6%,-7%,-9%,-9%
601882,,2023-04-11,9.98,10.11,10.86,-3.73,8.49,24.27%,109.22%,105.52%,-2%/2%(阳),-2%,-6%,-5%,-7%,-7%,-10%
601901,,2013-01-16,5.49,9.84,6.94,4.93,8.28,25.63%,154.24%,117.91%,-3%/1%(阴),1%,-1%,-1%,-3%,3%,-1%
601908,,2013-10-23,5.26,7.48,10.13,5.38,11.36,22.99%,297.76%,171.23%,-4%/3%(阳),-1%,-4%,-3%,-7%,-9%,-11%
601918,,2026-06-02,7.33,10.37,11.41,-2.75,14.18,28.38%,203.27%,138.84%,-6%/4%(阳),6%,2%,-2%,-5%,-9%,-10%
601929,,2026-05-20,4.12,7.9,10.89,-5.41,7.81,15.46%,184.91%,124.86%,-5%/3%(阴),-4%,0%,-5%,-4%,-8%,-9%
601933,,2014-12-11,2.79,9.58,9.79,3.0,5.79,22.18%,150.49%,131.24%,-4%/0%(阴),0%,-2%,-3%,-4%,-2%,-3%
601949,,2026-01-13,2.43,2.74,8.61,-1.48,5.8,17.33%,543.01%,110.9%,-1%/7%(阳),10%,6%,2%,1%,0%,0%
601958,,2013-01-17,3.3,3.13,7.32,-1.99,8.57,19.65%,284.17%,105.24%,-2%/1%(阳),0%,-1%,-3%,-2%,-2%,-2%
601969,,2016-11-14,3.65,6.48,8.17,2.62,9.25,21.01%,247.04%,169.33%,-5%/-1%(阴),-5%,-6%,-7%,-7%,-1%,-2%
601969,,2020-06-15,4.61,6.29,11.02,-4.74,15.66,26.62%,266.87%,240.89%,-1%/3%(阳),0%,0%,-3%,-3%,-5%,-4%
601989,,2015-03-27,1.82,4.61,5.8,-1.92,6.42,18.67%,196.95%,106.77%,-4%/2%(阳),1%,-1%,-1%,0%,2%,1%
601991,,2025-07-23,6.63,5.42,7.63,-3.86,10.54,20.18%,157.81%,143.32%,-4%/-1%(阴),-4%,-7%,-9%,-6%,-8%,-9%
601998,,2014-02-12,4.4,4.95,10.26,8.13,8.13,26.1%,826.41%,137.71%,-2%/9%(阳),9%,7%,5%,14%(板),21%,14%
601998,,2024-04-18,-1.49,2.83,10.44,9.08,9.9,21.16%,382.39%,179.0%,-8%/-5%(阴),-8%,-11%,-11%,-12%,-12%,-13%
601999,,2009-05-20,8.4,9.72,12.95,3.06,9.55,27.18%,189.26%,116.54%,-5%/9%(阴),2%,6%,1%,0%,-1%,-2%
601999,,2014-08-20,5.56,9.44,1.35,5.23,7.57,26.78%,344.85%,246.32%,-3%/10%(板),17%,13%,7%,7%,8%,1%
603000,,2020-05-07,5.97,7.6,10.71,-3.13,6.65,19.05%,145.58%,124.09%,0%/4%(阳),3%,2%,0%,1%,2%,0%
603001,,2016-12-12,0.88,3.64,11.07,-2.61,8.29,15.81%,289.69%,128.32%,-4%/-1%(阴),3%,3%,0%,-2%,-2%,-2%
603003,,2024-03-26,5.32,7.43,6.58,3.99,12.39,29.42%,293.67%,174.34%,-9%/-5%(阴),-3%,4%,2%,0%,-4%,-8%
603006,,2024-11-08,2.51,5.22,8.2,3.0,9.6,25.51%,407.69%,357.94%,-4%/-1%(阴),6%(板),10%,4%,5%,9%,17%
603009,,2016-06-13,2.63,2.92,11.26,-4.89,14.08,20.62%,210.51%,144.67%,-4%/1%(阴),10%,13%,12%,13%,12%,11%
603009,,2020-07-08,2.97,2.97,11.36,3.78,6.1,20.26%,327.32%,117.52%,-3%/0%(阳),-1%,1%,1%,0%,-3%,-8%
603009,,2022-06-23,4.64,9.14,13.18,-3.53,10.97,24.96%,337.12%,172.71%,-3%/2%(阳),8%,8%,10%,-4%,-7%,-10%
603009,,2023-06-14,5.54,7.59,10.34,2.86,9.67,28.32%,572.43%,237.98%,-6%/-1%(阴),-5%,-8%,-9%,-9%,-8%,-8%
603010,,2021-09-14,4.14,7.7,11.32,-0.25,8.51,24.82%,242.24%,189.01%,0%/8%(阳),16%,22%,25%,32%,26%,19%
603011,,2020-07-08,4.08,3.47,10.98,0.89,8.73,19.59%,406.91%,255.61%,-3%/0%(阳),-2%,-3%,0%,-1%,-4%,-7%
603012,,2016-06-08,7.36,9.99,5.16,-1.95,11.36,26.88%,190.3%,185.85%,-5%/3%(阳),6%,-44%,-38%,-42%,-42%,-41%
603015,,2020-07-24,2.51,4.28,12.09,5.36,9.28,23.75%,276.81%,243.77%,-9%/-5%(阴),-7%,-7%,-7%,-9%,-5%,-6%
603017,,2016-02-24,4.51,2.7,10.27,2.8,9.28,23.34%,320.93%,243.52%,-9%/-2%(阴),-7%,-11%,-17%,-14%,-14%,-16%
603018,,2018-07-25,4.25,6.27,7.14,-0.17,4.1,19.73%,363.05%,108.66%,-4%/0%(阴),0%,0%,-3%,-2%,-5%,-4%
603018,,2023-03-23,5.5,6.46,1.47,4.64,8.87,27.99%,778.64%,387.39%,-7%/1%(阳),2%,0%,-5%,-8%,-9%,-9%
603018,,2024-03-22,4.72,7.47,9.39,-6.03,6.48,15.2%,238.46%,120.11%,-3%/1%(阴),-2%,0%,4%,6%,5%,10%
603025,,2026-08-17,0.07,3.84,3.48,-1.19,4.22,11.31%,377.85%,210.77%,-5%/0%(阴),-5%,-6%,-8%,-8%,-9%,-8%
603026,,2021-07-09,8.87,12.12,12.01,-3.54,7.74,23.04%,122.75%,107.08%,-2%/4%(阳),11%(板),21%,4%,3%,-3%,-3%
603026,,2022-06-15,5.12,7.09,11.71,-0.41,6.68,23.94%,165.42%,133.6%,1%/5%(阳),7%,8%,4%,4%,2%,9%
603029,,2023-11-24,2.32,6.23,12.61,-2.55,10.94,19.29%,267.68%,201.31%,-5%/-2%(阴),5%,0%,-2%,1%,-2%,-4%
603030,,2022-09-16,4.07,8.14,12.05,-0.3,8.58,21.36%,222.86%,215.01%,-8%/-2%(阳),-3%,-4%,-5%,2%(板),8%,-2%
603031,,2024-10-08,6.44,8.36,7.89,9.96,8.51,27.91%,491.52%,144.51%,-8%/-2%(阴),-2%,-14%,-16%,-14%,-11%,-5%
603037,,2022-06-27,4.44,4.5,10.57,-1.78,9.98,22.45%,482.15%,217.63%,-2%/-1%(阴),-1%,-5%,-7%,-6%,-9%,-3%
603037,,2025-03-03,3.65,8.76,2.16,-9.7,12.38,16.71%,178.51%,125.41%,-1%/7%(阳),-4%,-3%,4%,2%,-2%,-2%
603039,,2020-02-05,1.01,17.05,13.74,4.65,7.44,30.39%,139.75%,131.57%,-1%/7%(阳),12%,5%,3%,6%,5%,2%
603040,,2024-12-06,1.42,8.11,9.11,3.6,11.22,22.53%,357.36%,127.21%,-7%/-2%(阴),-2%,-3%,-5%,-5%,-8%,-8%
603042,,2024-03-22,4.67,7.81,8.23,-1.82,10.49,19.4%,176.36%,110.42%,-7%/3%(阴),-3%,-8%,-8%,-7%,-6%,-1%
603048,,2023-11-02,1.28,9.1,11.03,-3.96,6.37,13.85%,237.93%,147.98%,-1%/2%(阴),8%,4%,2%,0%,-1%,0%
603050,,2024-03-21,-1.12,10.4,8.99,2.68,3.89,15.65%,134.73%,123.4%,-4%/-1%(阴),-1%,7%,11%,10%,18%(板),29%
603066,,2022-12-16,4.46,10.79,8.34,-2.98,9.57,22.2%,243.82%,153.53%,-2%/6%(阳),1%,6%,6%,2%,0%,4%
603066,,2024-11-26,4.25,10.49,10.06,1.1,14.91,25.77%,140.06%,124.77%,-7%/0%(阳),5%,-1%,-1%,-1%,-2%,-6%
603067,,2022-07-06,3.97,7.02,10.87,-4.81,14.22,21.76%,234.8%,220.77%,-4%/0%(阳),7%,7%,4%,-2%,5%(板),15%(板)
603068,,2024-10-09,9.75,8.95,5.32,-1.21,10.1,26.98%,165.39%,124.98%,-7%/0%(阴),-5%,-6%,-3%,-6%,-4%,0%
603069,,2021-06-07,6.84,10.21,8.39,6.12,9.84,30.09%,284.88%,183.96%,-1%/5%(阳),8%,7%,11%(板),22%(板),35%,36%
603078,,2021-11-19,0.41,5.63,8.0,-4.93,17.3,19.11%,159.46%,148.16%,-4%/10%(板),17%,20%,14%,10%,5%,6%
603081,,2021-08-05,2.13,2.78,8.33,3.38,9.06,22.2%,873.64%,123.58%,-5%/-3%(阴),-4%,-3%,-4%,-4%,-4%,-3%
603083,,2022-09-02,2.06,12.56,11.75,-2.34,7.1,17.81%,270.8%,190.3%,-3%/0%(阳),-1%,-3%,-6%,-9%,-10%,-12%
603085,,2015-10-13,9.9,12.95,12.63,-0.2,5.66,27.5%,105.67%,104.48%,-3%/4%(阳),-1%,3%,7%,4%,4%,-3%
603087,,2026-07-07,6.53,8.44,10.46,-2.31,3.99,18.41%,147.34%,104.98%,-4%/1%(阴),-3%,2%,2%,8%,12%,8%
603090,,2023-06-30,2.26,5.02,10.2,-2.67,6.47,18.5%,450.03%,173.72%,-1%/2%(阴),1%,3%,2%,1%,3%,8%
603090,,2023-11-23,3.22,3.82,9.27,-5.63,12.12,19.73%,534.42%,175.18%,-5%/0%(阴),-3%,-5%,-4%,-4%,-5%,-4%
603090,,2024-11-12,3.17,4.16,13.02,5.48,11.21,24.87%,457.04%,212.76%,-2%/4%(阳),0%,1%(板),3%,-5%,-5%,-5%
603097,,2026-01-20,-1.7,8.13,11.36,3.58,11.39,20.61%,163.62%,148.45%,-4%/2%(阳),4%,6%,0%,-2%,5%,2%
603099,,2023-09-19,4.97,10.94,7.94,5.04,8.75,27.93%,293.94%,172.2%,-9%/-4%(阴),-9%,-11%,-14%,-13%,-15%,-17%
603106,,2020-04-24,2.8,8.8,12.45,7.08,13.21,26.8%,677.76%,275.25%,-10%/-5%(阴),-12%,-13%,-13%,-12%,-11%,-8%
603108,,2020-08-06,5.04,7.82,7.51,-1.78,6.25,20.34%,147.65%,132.09%,-7%/1%(阴),-5%,-6%,-10%,-11%,-11%,-9%
603108,,2026-01-12,5.23,7.42,9.56,8.53,5.74,27.29%,345.83%,143.82%,-1%/6%(阴),4%,5%,2%,-9%,-10%,-11%
603115,,2021-11-02,0.05,9.71,8.66,1.58,4.57,15.94%,160.27%,138.42%,-1%/10%(板),21%(板),31%,27%,26%,24%,26%
603115,,2025-02-25,1.98,3.67,10.72,-2.94,8.63,17.75%,475.66%,287.04%,-1%/1%(阳),0%,-2%,-2%,-2%,-2%,-2%
603115,,2026-01-20,5.4,10.33,11.98,-2.81,7.88,19.61%,191.7%,147.16%,-1%/5%(阳),7%,4%,3%,1%,10%,7%
603116,,2022-04-25,-1.52,5.58,8.59,-3.59,13.91,20.81%,1140.12%,522.11%,-10%/-7%(阴),-18%,-18%,-17%,-15%,-16%,-17%
603116,,2024-11-11,5.45,9.29,9.58,4.53,12.54,23.84%,383.7%,251.55%,-3%/0%(阳),2%,5%,2%,0%,0%,9%(板)
603125,,2026-04-28,5.0,7.74,5.02,4.75,10.47,26.13%,363.27%,335.87%,0%/2%(阳),3%,2%,4%,6%,7%,7%
603127,,2020-04-15,3.83,6.73,8.76,5.08,7.1,20.99%,165.42%,152.24%,-3%/-1%(阳),-1%,7%,5%,3%,7%,4%
603128,,2013-05-31,1.63,3.92,11.09,-0.29,4.68,14.54%,330.25%,101.47%,-3%/0%(阴),-4%,-5%,-4%,-9%,-13%,-14%
603130,,2023-02-28,3.05,8.29,9.1,1.15,9.3,20.94%,297.42%,118.55%,-5%/-3%(阴),-5%,-1%,-4%,-6%,-7%,-7%
603131,,2025-08-11,3.75,11.19,9.26,3.47,6.06,20.33%,185.35%,118.25%,-6%/-3%(阴),-5%,-7%,-10%,-10%,-7%,-4%
603135,,2024-02-26,4.2,10.84,11.81,-1.17,11.16,29.35%,322.19%,207.49%,-8%/0%(阳),-2%,-10%,-5%,-7%,-8%,-8%
603138,,2026-01-14,3.95,3.75,10.77,-1.15,11.98,22.4%,441.09%,116.28%,-3%/1%(阴),2%,-3%,-3%,-4%,-5%,4%(板)
603139,,2023-10-17,1.99,3.88,0.0,-4.56,13.57,17.44%,464.91%,386.31%,-8%/2%(阳),-2%,-3%,-8%,-2%,2%,-1%
603155,,2025-08-15,3.42,5.84,11.29,6.66,9.01,25.4%,253.56%,149.84%,-5%/-1%(阳),-3%,-5%,-7%,-8%,-11%,-12%
603159,,2021-02-19,4.56,6.5,9.19,1.69,5.74,21.46%,277.18%,115.57%,0%/6%(阳),7%,5%,4%,5%,11%,16%
603161,,2024-11-14,3.95,8.18,12.39,-1.48,8.22,21.15%,287.72%,123.75%,-4%/6%(阳),1%,-6%,-6%,-3%,2%,1%
603166,,2016-07-08,6.64,9.26,13.02,5.23,9.42,27.33%,204.27%,112.54%,-5%/9%(板),20%(板),13%,6%,3%,3%,0%
603169,,2021-08-13,3.53,5.49,11.36,-4.48,7.57,17.65%,258.97%,122.54%,1%/5%(阴),7%,6%,4%,0%,7%,6%
603177,,2017-08-25,3.89,10.55,11.36,8.57,10.6,27.06%,292.18%,146.74%,-4%/4%(阳),-1%,-5%,-4%,0%,0%,-2%
603185,,2025-10-30,4.27,6.62,10.53,1.82,4.79,16.47%,154.19%,108.77%,10%/10%(板),21%,22%,14%,13%,21%(板),33%(板)
603190,,2026-05-06,2.79,2.99,3.22,-1.38,4.02,15.21%,730.33%,212.89%,0%/2%(阳),1%,1%,2%,2%,2%,4%
603203,,2025-12-24,6.49,6.98,9.98,5.65,6.05,27.8%,446.82%,190.36%,-1%/2%(阳),2%,0%,1%,0%,-2%,-2%
603212,,2021-07-01,4.26,11.44,12.54,0.37,11.55,28.28%,164.92%,129.3%,-8%/0%(阴),-5%,-4%,-4%,-2%,-5%,-2%
603212,,2024-05-23,1.05,6.95,9.35,0.44,6.83,19.87%,422.26%,156.16%,-2%/3%(阴),-3%,-3%,2%,-1%,-5%,-8%
603212,,2025-06-23,0.73,3.86,1.45,2.16,8.84,22.0%,556.29%,432.64%,-3%/10%(板),21%,19%,11%,15%(板),22%,30%(板)
603214,,2022-08-19,-2.12,8.21,4.83,2.53,6.31,17.24%,258.38%,160.94%,-2%/2%(阴),0%,2%,1%,3%,1%,1%
603220,,2024-03-01,-2.86,9.17,10.81,2.58,6.98,16.19%,105.26%,101.8%,-2%/7%(阳),13%,2%,1%,7%,6%,10%
603220,,2025-02-11,2.98,5.1,7.37,-3.63,5.14,14.09%,211.25%,188.97%,0%/2%(阳),2%,0%,4%,1%,1%,9%
603220,,2026-04-17,2.91,5.78,11.02,0.97,5.07,18.19%,173.76%,113.25%,-5%/-1%(阴),-6%,0%,6%(板),3%,0%,-6%
603222,,2024-09-10,3.15,6.82,7.8,-8.32,12.79,14.51%,169.93%,113.24%,-7%/-2%(阴),2%,-3%,-6%,-9%,-9%,-11%
603225,,2021-01-12,4.91,8.59,11.89,5.14,7.68,23.38%,143.52%,136.81%,-3%/4%(阳),3%,-2%,1%,5%,1%,8%
603226,,2024-03-22,2.58,9.23,12.34,-4.37,15.4,26.39%,275.77%,223.53%,-6%/5%(阳),-1%,3%,-2%,-4%,-1%,0%
603227,,2017-10-16,3.39,6.07,9.97,2.24,10.56,21.61%,377.6%,251.21%,-9%/-3%(阳),-4%,-8%,-10%,-10%,-11%,-11%
603228,,2021-11-02,6.86,7.07,10.56,1.97,6.43,23.32%,214.03%,118.76%,-2%/0%(阴),0%,3%,3%,1%,2%,1%
603256,,2023-03-01,-2.14,4.15,10.12,2.36,6.59,16.06%,654.85%,233.7%,-4%/-1%(阴),-3%,0%,-1%,-2%,8%,3%
603260,,2022-02-24,8.02,11.78,11.62,2.52,8.26,32.43%,159.85%,138.1%,-2%/1%(阳),5%,7%,3%,1%,-2%,0%
603272,,2023-02-27,0.64,3.71,10.02,0.05,9.68,20.16%,468.16%,182.71%,-4%/1%(阴),0%,-2%,7%(板),5%,1%,-4%
603278,,2023-11-21,6.29,10.19,9.66,-7.76,14.64,24.04%,293.82%,117.39%,1%/7%(阳),7%,7%,-2%,-2%,2%,2%
603278,,2025-09-16,4.93,10.54,10.97,-1.93,4.52,18.09%,158.64%,125.83%,-1%/1%(阴),0%,-3%,-4%,-5%,-7%,-3%
603279,,2021-07-16,6.18,8.84,7.93,2.97,7.54,28.57%,291.05%,153.75%,-2%/2%(阳),3%,10%,11%,10%,10%,7%
603286,,2020-01-14,2.17,4.34,9.71,-0.22,10.54,25.48%,456.37%,375.89%,-5%/-2%(阳),-5%,-6%,-4%,-5%,-1%,2%
603286,,2022-11-22,2.63,5.89,6.96,-5.87,11.89,20.8%,389.06%,152.55%,-5%/1%(阴),-3%,-5%,-9%,-9%,-8%,-6%
603289,,2020-06-22,5.18,6.6,10.64,4.58,6.62,21.79%,245.5%,100.49%,-5%/-2%(阴),0%,-2%,-4%,-1%,0%,0%
603290,,2021-06-18,0.84,8.41,11.14,3.22,6.86,18.86%,138.62%,122.54%,-3%/3%(阴),7%,8%,5%,8%,6%,5%
603290,,2026-07-01,3.87,10.62,11.28,-0.69,6.59,20.32%,148.41%,134.58%,-10%/-4%(阴),-10%,-14%,-13%,-12%,-12%,-10%
603299,,2023-08-24,7.04,8.0,8.37,4.35,14.13,25.48%,363.77%,136.82%,-8%/4%(阴),-5%,-15%,-15%,-17%,-17%,-16%
603301,,2025-09-10,7.06,8.32,9.66,-0.88,8.01,19.26%,181.33%,172.98%,0%/10%(板),21%(板),33%,33%,35%,39%,37%
603308,,2014-11-07,2.7,6.44,10.9,6.83,6.44,24.26%,385.98%,230.03%,-1%/10%(板),7%,6%,9%,2%,5%,5%
603311,,2025-12-25,4.24,6.32,11.31,-0.87,4.97,18.49%,247.2%,108.17%,1%/9%(阳),14%,12%,8%,4%,3%,1%
603320,,2022-08-19,2.67,5.49,10.98,-5.45,8.21,16.25%,329.31%,126.65%,-3%/-1%(阴),-1%,-2%,-7%,-8%,-7%,-4%
603329,,2020-05-25,0.79,6.72,10.22,6.45,8.18,22.08%,336.37%,286.15%,-6%/0%(阳),-1%,-4%,-3%,-2%,-2%,5%
603329,,2025-04-11,5.78,19.92,9.48,-5.45,15.32,36.56%,208.77%,178.94%,-6%/5%(阳),2%,7%(板),6%,3%,2%,9%
603331,,2024-03-14,4.98,10.95,12.59,4.08,14.73,27.6%,317.7%,132.97%,-7%/1%(阳),11%,9%(板),13%,11%,11%,-4%
603335,,2017-08-28,6.03,9.24,11.67,1.28,7.45,23.02%,183.64%,124.77%,-4%/7%(阳),0%,1%,0%,-4%,-5%,-7%
603335,,2023-10-30,2.66,4.82,9.71,-2.79,10.15,23.26%,605.62%,305.27%,-2%/1%(阴),5%,2%,2%,5%,5%,3%
603339,,2018-05-23,4.32,7.25,6.85,-5.49,9.95,16.58%,260.27%,154.04%,0%/4%(阳),0%,-4%,-4%,-8%,-6%,3%
603348,,2021-08-06,8.54,11.27,11.23,4.26,9.44,32.8%,222.19%,184.36%,-3%/4%(阳),6%,4%,1%,6%,1%,-5%
603350,,2025-08-15,3.37,4.17,11.06,3.24,8.11,20.4%,214.42%,177.65%,-4%/-1%(阴),-4%,-6%,-5%,-7%,-8%,-9%
603357,,2022-01-11,3.11,4.39,10.71,3.12,6.14,20.47%,385.64%,125.71%,-4%/-1%(阳),1%,-1%,-2%,7%(板),15%,7%
603379,,2024-02-08,3.12,5.41,10.8,-0.47,8.15,24.12%,229.8%,104.64%,1%/6%(阳),14%,15%,14%,20%,24%,22%
603380,,2026-05-20,5.61,7.49,9.7,-0.05,4.64,19.97%,186.47%,131.86%,-1%/4%(阴),3%,0%,-2%,-6%,-7%,-6%
603390,,2021-12-06,0.76,4.77,11.29,0.68,8.8,18.2%,477.01%,183.05%,-4%/2%(阳),-2%,-3%,-4%,-5%,-5%,-6%
603396,,2024-10-08,8.96,8.53,7.14,8.56,8.03,30.84%,272.42%,129.08%,-9%/-3%(阴),-7%,-11%,-13%,-12%,-15%,-15%
603399,,2013-01-17,6.02,8.64,9.57,-3.8,12.64,24.33%,197.17%,114.24%,-4%/2%(阳),-1%,-1%,-5%,-3%,-1%,1%
603421,,2019-09-09,1.63,4.48,10.59,4.46,7.12,20.85%,211.39%,113.26%,-4%/-2%(阴),-3%,-3%,-4%,-5%,-8%,-7%
603429,,2021-11-15,6.95,11.46,9.59,7.92,19.97,30.94%,632.77%,268.2%,-4%/4%(阴),6%(板),3%,-1%,-1%,7%(板),17%
603429,,2025-09-10,8.2,10.56,11.03,-7.04,8.26,19.58%,182.13%,140.43%,-5%/1%(阴),-1%,2%,0%,-2%,-4%,-3%
603439,,2022-11-11,2.74,7.11,7.61,4.84,8.93,25.18%,482.07%,196.96%,-4%/10%(板),21%(板),18%,18%,19%,20%,17%
603439,,2023-02-17,2.15,4.97,10.72,5.14,11.6,23.44%,316.1%,126.16%,-8%/-3%(阴),-4%,-4%,-7%,-7%,-7%,-4%
603444,,2020-06-29,5.11,5.31,8.25,0.62,3.28,17.7%,144.98%,111.59%,0%/5%(阳),7%,7%,4%,3%,11%,9%
603477,,2019-03-28,4.44,7.63,10.69,-5.05,10.6,20.96%,184.93%,114.88%,-4%/0%(阴),2%,2%,-1%,1%,-1%,-2%
603501,,2024-10-09,9.38,7.31,4.77,-2.07,11.87,24.45%,167.66%,113.75%,0%/6%(阴),-1%,-4%,-1%,-7%,-7%,-3%
603507,,2026-03-13,4.03,8.54,11.29,-3.34,9.0,21.34%,213.56%,193.91%,2%/6%(阴),6%,0%,5%,8%,5%,2%
603517,,2024-09-27,-0.39,3.74,10.31,9.94,6.89,21.25%,270.71%,144.4%,5%/10%(板),20%,8%,8%,5%,2%,3%
603527,,2024-10-08,6.63,5.95,9.14,8.65,8.07,28.01%,360.19%,153.76%,-6%/0%(阴),-4%,-11%,-13%,-13%,-15%,-14%
603535,,2017-10-23,4.08,6.96,8.86,-2.11,13.23,26.43%,229.28%,136.96%,-7%/0%(阴),-5%,-6%,-8%,-10%,-9%,-10%
603555,,2022-12-07,1.94,3.06,7.9,1.73,11.39,22.78%,802.03%,222.72%,-6%/-2%(阴),-4%,-6%,-7%,-4%,-3%,-7%
603557,,2021-03-26,8.87,10.75,9.78,-1.66,19.79,32.15%,194.46%,175.94%,-10%/4%(阴),-15%,-12%,-12%,-15%,-19%,-20%
603568,,2015-10-23,9.93,10.0,9.65,-2.03,8.4,26.89%,150.03%,108.08%,-9%/-2%(阴),-4%,-6%,-7%,-9%,-8%,-7%
603569,,2021-12-14,1.67,4.7,10.28,5.69,15.58,23.79%,705.95%,180.3%,-6%/-3%(阴),3%,-2%,0%,-4%,-3%,-4%
603578,,2026-01-27,4.61,5.84,6.39,4.81,8.74,23.73%,318.61%,117.55%,2%/8%(阳),13%,11%,6%,-3%,1%,-2%
603587,,2025-06-12,2.41,7.46,11.35,-1.07,7.33,21.09%,480.94%,169.99%,-5%/-1%(阴),3%(板),13%,2%,5%,-3%,-7%
603588,,2025-03-11,6.93,7.87,5.78,3.98,9.55,22.47%,164.19%,116.93%,-2%/1%(阴),2%,6%,6%,4%,3%,1%
603590,,2025-07-11,6.57,11.82,6.46,7.94,8.06,30.78%,339.56%,244.23%,3%/9%(板),16%,13%,16%,25%,36%,45%
603598,,2022-09-01,6.53,9.98,11.48,2.33,9.12,23.52%,195.89%,130.72%,-4%/2%(阳),-3%,-6%,-8%,-9%,-9%,-11%
603607,,2018-04-12,6.78,10.19,11.12,2.65,7.57,31.28%,269.41%,164.43%,-10%/-5%(阴),-12%,-13%,-15%,-14%,-15%,-20%
603608,,2019-10-28,3.78,7.09,10.93,0.69,8.97,19.06%,293.18%,232.98%,-6%/-3%(阴),-7%,-5%,-6%,-7%,-7%,-2%
603612,,2021-03-16,2.14,10.14,9.71,-3.66,9.32,15.4%,124.03%,115.76%,-6%/-2%(阴),-2%,-4%,-3%,-6%,-12%,-17%
603616,,2018-03-09,5.58,12.5,14.86,6.81,3.8,30.82%,169.61%,162.04%,-6%/-2%(阳),-5%,-7%,-9%,-11%,-11%,-5%
