股票代码,股票名称,D-0日期,D-0涨幅,D-0振幅,D-0最低价,D-0最高价,D-1振幅,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
688653,康希通信,2024-11-11,5.8,17.33,-1.37,+15.96,19.66,230.28%,-8%/-1%(阴),-4%,-7%,-11%,-21%,-24%,-22%
688656,浩欧博,2022-10-17,5.12,16.46,-0.27,+16.20,19.15,226.56%,-8%/0%(阴),-4%,-1%,-2%,-2%,-7%,-6%
688657,浩辰软件,2024-11-07,6.61,11.79,-2.75,+9.05,20.84,123.12%,-7%/0%(阴),-1%,0%,1%,-3%,-9%,-14%
688658,悦康药业,2025-04-15,1.18,5.33,-2.04,+3.28,18.87,75.67%,-1%/3%(阴),2%,3%,2%,1%,1%,5%
688659,元琛科技,2025-08-06,4.77,17.87,-6.24,+11.62,18.83,243.59%,-8%/-4%(阴),-5%,-8%,-7%,-8%,-8%,-10%
688660,电气风电,2025-07-21,0.2,8.2,-3.46,+4.74,20.05,166.49%,-1%/16%(阳),29%,31%,38%,50%,69%,69%
688660,电气风电,2025-08-27,0.04,12.63,-1.52,+11.11,23.66,114.21%,0%/15%(阳),12%,7%,5%,4%,-1%,-4%
688661,和林微纳,2026-02-26,2.39,7.09,-2.87,+4.22,22.06,86.84%,-5%/0%(阴),-2%,-6%,-11%,-6%,-11%,-16%
688662,富信科技,2023-06-15,3.02,11.99,+1.31,+13.30,21.61,144.4%,4%/19%(板),43%(板),52%,35%,30%,25%,21%
688667,菱电电控,2025-05-06,4.61,9.47,+1.64,+11.11,16.07,163.3%,-1%/17%(阳),5%,1%,-2%,-1%,-3%,-5%
688668,鼎通科技,2026-06-05,9.26,13.1,+5.00,+18.10,22.32,164.61%,-5%/3%(阳),9%,11%,10%,9%,9%,8%
688677,海泰新光,2026-03-31,14.34,16.52,+3.49,+20.01,21.5,233.47%,1%/18%(阳),15%,32%,29%,34%,36%,36%
688680,海优新材,2022-12-27,7.73,10.43,-1.50,+8.93,22.12,129.08%,-2%/1%(阴),1%,0%,2%,2%,1%,20%
688682,霍莱沃,2024-05-08,14.55,18.31,+1.67,+19.99,20.89,235.58%,-8%/0%(阳),1%,-4%,-3%,-7%,-9%,-11%
688687,凯因科技,2023-10-30,5.04,8.11,+1.60,+9.71,11.05,109.21%,-1%/4%(阴),0%,-3%,0%,0%,2%,1%
688689,银河微电,2021-11-01,6.28,8.54,-1.47,+7.07,14.19,187.77%,-2%/2%(阴),-1%,3%,6%,5%,8%,14%
688691,灿芯股份,2025-02-27,1.16,10.65,-5.67,+4.98,21.71,95.0%,-15%/-3%(阴),-14%,-4%,-7%,-10%,-12%,-12%
688699,明微电子,2025-11-27,3.26,12.15,-1.06,+11.09,21.52,213.93%,-5%/0%(阴),-4%,-7%,-7%,-10%,-4%,-5%
688700,东威科技,2025-03-11,3.1,7.57,-1.56,+6.01,17.69,91.27%,-1%/2%(阳),18%,9%,13%,10%,6%,5%
688710,益诺思,2026-01-08,3.11,12.19,-2.31,+9.87,19.98,84.06%,-4%/15%(阳),19%,26%,25%,14%,13%,14%
688711,宏微科技,2025-08-07,-5.57,9.19,-7.08,+2.11,21.6,99.72%,-3%/1%(阳),1%,0%,2%,-4%,-2%,1%
688722,同益中,2022-08-30,2.93,11.52,+0.66,+12.17,16.36,168.55%,-1%/5%(阳),3%,3%,2%,5%,5%,6%
688727,恒坤新材,2026-01-08,3.13,15.79,-6.86,+8.93,14.62,133.68%,-6%/-1%(阴),-4%,-7%,-8%,3%,12%,7%
688729,屹唐股份,2026-06-22,9.31,14.15,-0.21,+13.94,17.74,95.55%,-4%/6%(阳),13%,13%,2%,13%,22%,21%
688766,普冉股份,2026-01-06,7.11,13.76,-0.43,+13.33,16.27,104.93%,11%/19%(阴),20%,13%,16%,11%,10%,10%
688787,海天瑞声,2021-11-22,6.96,11.26,-2.05,+9.21,19.95,170.49%,0%/9%(阴),9%,2%,-4%,-3%,-4%,-5%
688787,海天瑞声,2022-10-17,0.24,4.61,-3.00,+1.60,19.28,83.42%,-2%/3%(阴),0%,3%,3%,2%,2%,15%
688787,海天瑞声,2023-01-31,13.81,15.0,+5.00,+20.00,1.46,324.95%,-3%/12%(阳),20%,27%,50%(板),80%,104%(板),99%
688790,昂瑞微,2026-08-28,-1.12,12.29,-3.59,+8.69,10.75,132.88%,-2%/5%(阳),3%,0%,0%,-2%,-4%,-5%
688800,瑞可达,2025-12-09,3.49,5.15,+0.29,+5.44,18.84,100.1%,-4%/-1%(阳),0%,-6%,-8%,-10%,-12%,-13%
688818,电科蓝天,2026-05-11,7.6,7.13,+3.70,+10.84,21.66,97.43%,-4%/2%(阴),1%,-3%,-12%,-10%,-7%,-12%
300002,神州泰岳,2021-08-04,3.41,7.71,-3.05,+4.66,20.86,135.99%,-5%/4%(阳),3%,1%,-2%,-2%,6%,1%
300004,南风股份,2021-09-23,6.76,12.73,+0.80,+13.53,21.02,229.33%,-11%/-2%(阴),-2%,0%,-5%,-9%,-6%,-9%
300004,南风股份,2025-08-19,13.72,18.09,+1.89,+19.98,20.05,157.75%,-4%/1%(阳),6%,-1%,9%,8%,8%,4%
300004,南风股份,2026-05-13,-1.73,4.5,-4.01,+0.49,20.56,82.43%,0%/8%(阳),5%,3%,7%,10%,5%,2%
300006,莱美药业,2022-07-12,5.57,19.38,-4.95,+14.43,18.56,156.82%,-8%/-4%(阴),-8%,-8%,-10%,-11%,-10%,-13%
300007,汉威科技,2025-01-15,6.69,9.65,+0.38,+10.03,20.11,157.02%,-4%/3%(阴),1%,-2%,5%,-2%,-1%,3%
300010,ST豆神,2022-05-30,2.4,16.77,-7.19,+9.58,22.3,201.84%,-6%/2%(阳),-2%,-6%,-7%,-3%,2%,-1%
300019,硅宝科技,2020-10-13,4.96,9.62,+1.63,+11.25,14.28,185.97%,-3%/6%(阳),1%,-2%,-2%,-3%,-2%,-6%
300021,大禹节水,2025-07-23,13.38,14.58,+4.29,+18.87,16.67,182.71%,-11%/-4%(阳),3%,6%,5%,-1%,-3%,-7%
300022,吉峰科技,2021-12-02,10.9,15.68,+4.40,+20.08,19.5,550.09%,-13%/-4%(阴),-14%,-11%,-13%,-14%,-16%,-16%
300024,机器人,2023-05-05,4.04,7.47,+2.02,+9.49,19.91,170.35%,-4%/3%(阴),0%,4%,1%,1%,-6%,-1%
300026,红日药业,2022-03-18,8.75,14.1,+3.00,+17.10,18.18,188.97%,-3%/14%(阳),7%,6%,3%,1%,-4%,1%
300032,金龙机电,2021-08-31,11.56,15.99,+3.74,+19.73,16.94,183.93%,-9%/0%(阴),11%,10%,2%,1%,16%,7%
300035,中科电气,2021-09-15,8.05,9.68,+4.20,+13.88,23.86,126.07%,-3%/6%(阴),8%,7%,11%,9%,4%,-3%
300037,新宙邦,2021-09-08,0.19,7.54,-3.54,+4.00,16.6,97.98%,-2%/4%(阴),3%,6%,7%,6%,4%,5%
300040,九洲集团,2021-07-09,-3.36,5.22,-5.75,-0.53,17.2,70.24%,-1%/5%(阳),16%,-15%,-21%,-20%,-25%,-27%
300042,朗科科技,2023-11-06,6.83,13.38,-2.65,+10.73,20.27,147.12%,-1%/3%(阴),15%,14%,20%,18%,20%,17%
300042,朗科科技,2026-03-17,11.62,13.57,+1.54,+15.11,19.97,183.59%,3%/20%(板),19%,13%,-1%,-6%,-1%,-9%
300043,星辉娱乐,2025-09-16,15.92,17.42,+2.55,+19.97,20.0,208.08%,-1%/6%(阴),-2%,-6%,-9%,-10%,-13%,-3%
300044,*ST赛为,2023-05-18,6.22,9.68,+5.07,+14.75,20.72,208.89%,0%/10%(阳),10%,8%,14%,18%,10%,6%
300044,*ST赛为,2023-11-21,11.3,15.27,+3.36,+18.63,20.15,207.32%,-3%/10%(阳),1%,3%,8%,13%,2%,-5%
300046,台基股份,2021-06-18,15.59,12.91,+7.10,+20.01,19.91,208.96%,-3%/16%(阳),18%,14%,10%,6%,3%,-4%
300046,台基股份,2024-05-29,4.31,11.82,+0.00,+11.82,21.05,292.38%,-5%/19%(阳),12%,17%,7%,20%,37%,26%
300049,福瑞医科,2021-07-14,15.29,17.6,+1.90,+19.50,20.95,144.45%,-1%/5%(阳),5%,1%,15%,19%,14%,18%
300049,福瑞医科,2023-08-30,6.05,8.6,-1.27,+7.32,13.71,120.97%,-3%/0%(阴),1%,2%,2%,2%,5%,7%
300050,世纪鼎利,2023-09-04,15.31,14.31,+5.57,+19.88,21.48,377.46%,-11%/-3%(阴),-6%,-11%,-16%,-18%,-19%,-19%
300051,琏升科技,2026-01-26,3.98,13.7,-2.59,+11.11,18.0,131.36%,-6%/-1%(阳),-4%,-6%,-9%,-6%,-5%,1%
300052,中青宝,2022-06-17,4.69,10.58,+0.51,+11.10,21.28,146.65%,-5%/9%(阳),12%,11%,2%,7%,8%,8%
300052,中青宝,2026-08-05,-1.91,4.65,-3.57,+1.08,19.72,101.86%,-5%/-1%(阴),-3%,-5%,-4%,-4%,-2%,2%
300055,万邦达,2021-09-14,6.32,11.4,-1.80,+9.60,15.97,103.67%,-4%/4%(阴),3%,-2%,-5%,-15%,-21%,-24%
300056,中创环保,2025-12-10,7.67,13.98,+2.14,+16.12,13.52,308.48%,-9%/-2%(阴),-8%,-12%,-16%,-20%,-19%,-18%
300057,万顺新材,2025-02-10,12.7,12.16,+4.83,+16.99,12.45,367.67%,-7%/-3%(阴),-4%,-5%,-4%,-1%,-5%,-9%
300061,旗天科技,2021-11-29,10.83,16.94,+0.35,+17.28,21.85,158.16%,-4%/18%(阳),11%,11%,16%,1%,2%,1%
300061,旗天科技,2026-04-24,3.37,14.59,-3.37,+11.22,10.4,269.17%,-3%/1%(阴),2%,-3%,-5%,-2%,-1%,-1%
300062,中能电气,2020-10-27,9.32,21.16,-6.76,+14.39,24.67,126.02%,-3%/19%(阳),15%,9%,4%,-2%,-2%,-9%
300062,中能电气,2022-08-01,3.4,12.0,-2.60,+9.40,12.23,134.43%,-9%/-2%(阴),-6%,-9%,-11%,-14%,-13%,-9%
300064,未找到标的,2022-02-22,5.59,17.88,-1.68,+16.20,10.07,165.88%,-6%/5%(阳),20%,15%,13%,6%,2%,1%
300065,海兰信,2025-03-17,12.06,12.65,+7.00,+19.65,17.35,149.66%,-2%/7%(阳),9%,9%,23%,21%,15%,12%
300066,三川智慧,2025-07-14,15.27,14.36,+5.45,+19.82,18.78,192.26%,-2%/10%(阳),0%,7%,7%,8%,7%,0%
300067,安诺其,2024-03-22,5.45,17.67,-0.38,+17.29,20.77,142.63%,-10%/6%(阴),-9%,-10%,0%,-3%,-5%,3%
300069,金利华电,2024-05-15,7.68,23.38,-6.56,+16.82,19.57,200.42%,-9%/-1%(阳),-1%,2%,-2%,-5%,-5%,0%
300069,金利华电,2025-08-06,7.61,10.73,+0.23,+10.96,20.26,161.24%,-5%/0%(阳),11%,-14%,-16%,-20%,-21%,-22%
300071,福石控股,2023-02-06,14.83,17.0,+3.07,+20.07,20.61,181.33%,-8%/3%(阳),-1%,-5%,-5%,-9%,-11%,-14%
300071,福石控股,2024-09-26,10.13,11.76,+0.98,+12.75,19.61,183.49%,-5%/9%(阳),20%,40%,20%,11%,4%,2%
300071,福石控股,2025-11-03,13.39,16.93,+3.15,+20.08,20.57,264.77%,-7%/7%(阳),5%,2%,1%,14%,6%,2%
300072,海新能科,2025-11-10,9.31,10.3,+3.96,+14.26,19.95,205.69%,-2%/6%(阳),15%,15%,9%,4%,0%,-4%
300075,数字政通,2024-10-30,5.9,18.25,-2.60,+15.65,22.5,165.0%,-9%/7%(阳),-4%,-12%,-8%,-7%,-8%,-4%
300076,*ST宁视,2025-03-03,3.05,13.17,-4.88,+8.29,23.72,173.94%,-6%/-3%(阴),-1%,6%,-1%,-3%,2%,10%
300078,思创智联,2024-07-24,-4.1,16.79,-8.58,+8.21,20.63,146.92%,-7%/-4%(阴),-6%,-6%,-6%,-5%,-4%,12%(板)
300082,奥克股份,2024-09-03,3.17,14.26,-2.82,+11.44,21.78,221.61%,-8%/1%(阴),-6%,-10%,-13%,-13%,-13%,-14%
300088,长信科技,2021-10-26,13.66,14.3,+2.56,+16.86,14.72,183.54%,-3%/1%(阴),0%,-2%,6%,4%,4%,4%
300091,*ST金灵,2025-03-13,5.07,13.41,-5.07,+8.33,19.13,146.65%,-8%/-4%(阴),-5%,-8%,2%,-3%,-5%,-7%
300092,科新机电,2021-08-24,5.96,15.18,+0.53,+15.70,19.16,181.83%,-1%/20%(阳),14%,13%,11%,3%,2%,-1%
300093,金刚光伏,2024-09-30,19.13,19.33,+0.67,+20.00,18.36,137.41%,1%/20%(板),11%,1%,-5%,5%,1%,-5%
300096,ST易联众,2021-09-06,5.64,18.17,-4.06,+14.11,19.92,137.83%,-5%/4%(阳),-1%,-4%,-6%,-8%,1%,-3%
300100,双林股份,2025-02-20,13.28,15.62,+0.82,+16.43,19.92,132.11%,-5%/-1%(阳),-3%,-4%,1%,-2%,-4%,-11%
300106,西部牧业,2021-07-29,1.35,11.36,-4.88,+6.48,17.58,98.73%,-6%/-1%(阴),-1%,12%,6%,10%,-2%,0%
300106,西部牧业,2024-12-11,-5.68,7.79,-9.66,-1.87,15.38,77.74%,0%/16%(阳),8%,2%,-2%,-8%,-10%,-6%
300109,新开源,2026-08-21,2.63,11.83,-6.95,+4.88,9.01,103.43%,-4%/0%(阴),-3%,-3%,-4%,-7%,-10%,-12%
300110,华仁药业,2022-07-26,9.6,13.15,+3.76,+16.91,13.03,197.16%,-4%/14%(阳),7%,9%,12%,0%,-2%,-3%
300111,向日葵,2024-07-08,9.29,20.8,-1.33,+19.47,22.34,221.75%,-10%/-4%(阳),-1%,-1%,3%,-5%,-8%,-10%
300113,顺网科技,2025-08-25,5.36,11.45,-1.84,+9.62,17.22,140.4%,-2%/2%(阳),2%,-3%,-3%,-6%,-9%,-11%
300116,未找到标的,2021-07-14,3.7,19.63,-2.96,+16.67,20.44,195.89%,-3%/10%(阳),9%,-1%,2%,8%,3%,3%
300116,未找到标的,2023-07-21,1.9,12.03,-6.33,+5.70,19.7,103.53%,-7%/0%(阴),-2%,7%,6%,5%,19%,21%
300117,未找到标的,2022-08-10,5.02,9.83,+0.42,+10.25,18.84,155.68%,-3%/2%(阴),-1%,0%,-1%,10%,4%,0%
300118,东方日升,2021-11-22,2.78,7.03,-0.89,+6.14,18.97,130.21%,0%/6%(阳),2%,-4%,-2%,-2%,3%,0%
300118,东方日升,2024-05-23,4.91,7.26,+0.41,+7.68,19.34,143.24%,-5%/1%(阴),-6%,-7%,6%,6%,3%,-5%
300120,经纬辉开,2024-07-04,10.6,22.68,-3.81,+18.87,22.07,180.17%,-4%/9%(阴),16%(板),21%,13%,24%,17%,24%
300122,智飞生物,2026-08-21,-4.01,8.7,-8.84,-0.14,0.17,173.79%,-7%/0%(阴),-6%,9%,10%,7%,1%,2%
300123,ST亚光,2021-05-14,-2.13,5.36,-4.76,+0.61,17.13,89.68%,-2%/2%(阴),7%,10%,7%,4%,1%,5%
300125,聆达股份,2022-07-28,6.37,16.18,-2.09,+14.09,19.88,185.38%,2%/8%(阳),9%,10%,10%,11%,14%,32%
300127,银河磁体,2021-08-09,11.33,13.0,+3.09,+16.09,19.57,172.79%,-3%/9%(阳),7%,3%,14%,6%,4%,0%
300128,锦富技术,2023-07-06,9.86,20.12,-3.42,+16.70,20.77,240.33%,-2%/7%(阳),4%,-2%,10%,9%,10%,3%
300128,锦富技术,2024-10-24,8.0,15.0,+0.67,+15.67,18.8,149.51%,-11%/0%(阳),0%,-3%,-7%,-8%,-11%,-10%
300131,英唐智控,2023-11-28,16.62,17.05,+1.58,+18.62,9.45,159.62%,-7%/4%(阴),-2%,-8%,-10%,-13%,-17%,-18%
300131,英唐智控,2026-04-13,0.45,4.93,-1.88,+3.05,18.99,80.77%,-1%/2%(阳),2%,-2%,3%,7%,16%,19%
300133,华策影视,2025-08-19,1.4,7.96,-4.95,+3.01,14.32,83.73%,-8%/-3%(阴),-5%,-8%,-5%,-5%,-5%,-8%
300139,晓程科技,2021-09-29,1.96,12.57,-5.49,+7.08,22.12,198.17%,-2%/3%(阴),4%,6%,7%,7%,6%,4%
300139,晓程科技,2021-10-28,7.18,14.78,+0.74,+15.52,5.95,175.97%,-5%/0%(阴),0%,6%,6%,2%,5%,1%
300141,和顺电气,2021-03-29,2.91,11.42,-2.16,+9.27,20.44,157.78%,-5%/0%(阴),-2%,-5%,-5%,-9%,-6%,-1%
300141,和顺电气,2021-08-02,10.87,13.9,+3.11,+17.00,16.22,153.41%,-8%/-3%(阴),-7%,-6%,-10%,-7%,-1%,13%(板)
300147,*ST香雪,2021-05-14,-1.6,11.99,-5.14,+6.85,20.96,111.29%,-5%/3%(阴),-3%,-4%,-5%,-5%,-7%,-3%
300147,*ST香雪,2024-05-09,6.26,19.01,-4.75,+14.25,11.66,159.15%,-9%/-2%(阴),-6%,-10%,-15%,-17%,-18%,-20%
300149,睿智医药,2026-07-16,6.74,12.51,-2.79,+9.72,19.86,186.38%,-13%/-3%(阴),-9%,-11%,-8%,-11%,-14%,-14%
300150,世纪瑞尔,2021-09-06,12.92,14.71,+2.39,+17.10,19.09,248.81%,-7%/-2%(阳),-5%,-8%,-10%,-12%,-11%,-14%
300153,科泰电源,2021-04-23,9.92,16.86,+2.15,+19.01,20.24,201.31%,-11%/-3%(阴),-8%,-12%,0%(板),9%,10%,7%
300155,安居宝,2023-07-27,0.16,13.64,-7.70,+5.94,19.08,171.1%,-7%/-3%(阳),4%,-1%,-7%,-12%,-11%,-11%
300157,新锦动力,2020-09-02,1.34,19.97,-6.21,+13.76,21.33,158.6%,-6%/2%(阴),13%(板),36%,28%,31%,20%,13%(板)
300157,新锦动力,2021-01-07,2.62,16.81,-8.30,+8.52,18.32,140.08%,-8%/-3%(阴),-4%,-5%,-2%,-10%,-10%,-11%
300157,新锦动力,2021-08-11,3.5,8.32,-3.94,+4.38,21.52,101.35%,-4%/0%(阳),2%,10%,7%,3%,-4%,5%
300157,新锦动力,2024-08-14,13.1,22.71,-3.93,+18.78,20.94,325.3%,-6%/11%(阳),5%,-7%,-10%,-14%,-18%,-20%
300159,新研股份,2020-12-15,5.79,13.89,-3.94,+9.95,21.39,130.52%,-4%/1%(阳),-2%,-1%,-1%,-2%,-2%,5%
300159,新研股份,2021-08-06,3.56,12.92,-3.12,+9.80,21.39,159.3%,-6%/4%(阴),13%(板),35%(板),36%,47%,43%,61%
300159,新研股份,2025-02-25,4.5,13.84,+0.35,+14.19,13.28,178.36%,-3%/3%(阴),5%,-1%,-10%,-8%,-11%,-9%
300160,秀强股份,2020-08-28,2.0,13.98,+0.47,+14.45,19.89,191.88%,-6%/5%(阳),18%,20%,12%,5%,20%,19%
300160,秀强股份,2020-11-05,-4.06,6.6,-7.02,-0.42,16.95,79.16%,-9%/-2%(阴),-5%,-8%,-11%,-12%,-15%,-15%
300162,雷曼光电,2021-10-12,4.48,12.35,-4.48,+7.88,11.64,181.62%,-10%/-2%(阴),-5%,2%,9%,3%,-1%,-4%
300162,雷曼光电,2026-03-06,-0.42,8.86,-4.75,+4.11,12.41,212.3%,-3%/0%(阳),2%,4%,10%,6%,3%,2%
300164,通源石油,2023-10-17,7.04,18.56,-3.44,+15.12,17.11,225.39%,-7%/2%(阴),-3%,-6%,-10%,-13%,-14%,-13%
300165,天瑞仪器,2022-12-12,13.6,14.11,+3.79,+17.90,18.18,259.83%,-9%/-4%(阳),-6%,-12%,-10%,-11%,-17%,-20%
300168,万达信息,2024-11-21,1.71,7.92,-2.46,+5.46,21.59,163.18%,-9%/-1%(阴),-2%,-4%,-4%,-3%,1%,3%
300169,天晟新材,2026-07-30,1.67,12.27,-7.06,+5.20,20.31,116.35%,-4%/1%(阳),1%,1%,1%,1%,1%,5%
300179,四方达,2026-05-25,14.77,19.4,-2.50,+16.90,16.4,120.32%,-2%/5%(阳),1%,15%(板),34%,30%,32%,40%
300184,力源信息,2021-06-22,3.44,10.33,+0.49,+10.82,18.7,152.86%,-4%/1%(阴),0%,-2%,0%,-1%,5%,0%
300184,力源信息,2021-11-11,2.91,6.61,-1.19,+5.42,20.76,155.07%,-3%/0%(阳),0%,-6%,-10%,-12%,-14%,-10%
300184,力源信息,2023-11-13,9.5,9.06,+5.99,+15.06,19.65,217.44%,-4%/3%(阳),5%,-4%,-5%,0%,5%,-2%
300187,永清环保,2021-09-01,13.86,13.64,+6.25,+19.89,6.55,414.18%,-10%/5%(阳),0%,-5%,-8%,-8%,0%,-6%
300189,神农种业,2024-11-07,9.11,11.14,+5.32,+16.46,19.15,144.47%,-7%/4%(阴),-9%,-9%,-8%,-13%,-17%,-20%
300191,潜能恒信,2025-03-18,-2.05,10.81,-8.13,+2.68,15.81,95.13%,-4%/1%(阴),10%,24%,15%,7%,2%,-1%
300192,科德教育,2021-02-22,4.1,5.75,-1.12,+4.63,18.48,122.93%,-5%/-1%(阴),-1%,0%,-3%,2%,-2%,-4%
300192,科德教育,2024-08-01,5.25,17.6,-3.85,+13.75,11.24,129.76%,-4%/3%(阴),3%,8%(板),24%,9%,4%,-1%
300192,科德教育,2025-11-26,-5.34,5.01,-6.89,-1.88,16.43,173.58%,-1%/3%(阳),8%,2%,0%,-3%,-9%,-10%
300195,长荣股份,2024-11-19,8.48,17.71,-4.61,+13.10,19.29,285.78%,-6%/5%(阳),-3%,-10%,-12%,-12%,-16%,-13%
300196,长海股份,2026-05-26,3.47,7.69,-3.97,+3.72,19.42,145.56%,-5%/1%(阴),5%,3%,11%,16%,8%,4%
300197,节能铁汉,2024-10-29,3.67,13.06,-3.67,+9.39,18.63,126.43%,-8%/16%(阳),14%,6%,-3%,4%,3%,16%
300197,节能铁汉,2026-08-13,-0.87,10.87,-3.91,+6.96,20.83,158.88%,-5%/2%(阴),0%,-5%,-8%,-10%,-11%,-11%
300199,翰宇药业,2020-09-14,3.49,9.38,-1.64,+7.74,21.2,114.28%,-7%/-2%(阴),-6%,-4%,-8%,-9%,-4%,-6%
300199,翰宇药业,2021-12-31,10.13,21.48,-1.48,+20.00,22.43,240.79%,-4%/18%(阳),4%,2%,5%,4%,5%,12%
300204,舒泰神,2026-03-30,3.64,7.13,+1.62,+8.75,21.14,175.09%,0%/6%(阳),21%,20%,15%,10%,8%,6%
300205,*ST天喻,2021-03-22,2.47,11.1,+1.01,+12.11,21.67,145.69%,1%/18%(阳),15%,25%,16%,15%,12%,9%
300205,*ST天喻,2022-02-10,10.71,15.49,+3.97,+19.46,20.11,291.49%,-3%/17%(阳),5%,20%,22%,10%,6%,13%
300205,*ST天喻,2024-04-01,1.82,8.18,-1.21,+6.97,20.36,131.27%,1%/18%(阳),25%,16%,11%,7%,7%,3%
300208,未找到标的,2024-07-17,3.05,18.9,-1.83,+17.07,21.17,183.82%,-8%/0%(阳),11%,14%,11%,1%,-1%,0%
300209,行云科技,2025-09-16,6.69,14.52,-1.63,+12.89,20.35,136.38%,-3%/4%(阴),-1%,4%,-3%,-5%,-10%,2%
300209,行云科技,2026-04-30,2.58,6.69,-3.93,+2.76,21.35,77.9%,2%/19%(阳),42%,39%,36%,51%,49%,52%
300209,行云科技,2026-08-05,9.9,11.27,+1.69,+12.96,16.55,142.11%,-8%/1%(阴),2%,6%,4%,3%,10%,6%
300210,森远股份,2026-05-14,-0.25,6.72,-3.65,+3.07,20.82,88.7%,-7%/0%(阴),-2%,3%,4%,4%,2%,0%
300211,*ST亿通,2021-07-13,9.24,15.54,+2.21,+17.74,16.98,212.08%,-3%/2%(阳),6%,2%,0%,-1%,5%,17%
300215,电科院,2024-05-13,14.04,19.62,-4.42,+15.19,20.79,199.05%,-9%/6%(阳),-2%,-10%,-10%,-5%,-7%,-2%
300215,电科院,2026-01-19,16.67,19.49,+0.49,+19.98,17.35,241.9%,-6%/8%(阳),2%,3%,-1%,-2%,-2%,-9%
300218,安利股份,2021-06-25,18.76,19.78,+0.16,+19.94,11.68,340.28%,-7%/-1%(阳),5%,8%,11%,12%,26%,35%
300219,鸿利智汇,2021-07-22,2.07,8.4,-1.07,+7.34,15.64,150.46%,-2%/6%(阴),3%,2%,-3%,-1%,-3%,-2%
300220,金运激光,2021-06-04,5.31,14.99,-5.04,+9.95,18.87,169.12%,-5%/8%(阳),21%(板),45%,44%,33%,24%,23%
300220,金运激光,2024-11-07,8.74,14.3,+4.85,+19.15,21.72,264.71%,-4%/18%(阳),13%,7%,2%,1%,9%,5%
300221,银禧科技,2020-12-03,0.61,17.8,-4.24,+13.56,21.51,135.14%,1%/9%(阳),7%,6%,12%,7%,7%,0%
300223,君正股份,2021-05-28,4.89,14.14,-3.62,+10.52,20.07,122.93%,-1%/4%(阳),9%,4%,2%,6%,7%,3%
300225,金力泰,2025-08-08,1.64,11.45,+1.17,+12.62,20.17,164.48%,-8%/4%(阳),3%,8%,5%,2%,0%,0%
300231,银信科技,2026-07-16,10.79,16.19,-3.30,+12.89,20.74,181.85%,-17%/-5%(阴),-12%,-10%,-11%,-13%,-17%,-19%
300234,开尔新材,2022-03-21,6.07,8.4,+1.81,+10.21,20.47,235.91%,-4%/0%(阳),3%,1%,-3%,-9%,-10%,-11%
300235,方直科技,2021-12-08,6.01,20.31,-4.96,+15.35,17.25,130.48%,-5%/1%(阳),-2%,8%,1%,18%(板),18%,7%
300238,冠昊生物,2026-01-06,3.37,6.56,+1.74,+8.30,14.73,163.02%,-3%/2%(阴),1%,1%,4%,4%,3%,0%
300239,东宝生物,2024-02-29,-1.5,12.31,-11.65,+0.67,10.18,101.0%,-7%/-3%(阴),-8%,-11%,-13%,-13%,-14%,-15%
300240,飞力达,2020-09-03,7.71,13.91,+4.80,+18.71,18.21,266.56%,-10%/3%(阳),5%,9%,8%,3%,-14%,-8%
300240,飞力达,2022-04-12,5.83,16.77,-7.13,+9.63,5.71,145.38%,-3%/18%(阳),17%,4%,14%(板),23%,35%,23%
300242,佳云科技,2024-11-08,8.56,15.87,+1.88,+17.75,17.79,223.97%,-7%/1%(阳),-3%,-2%,-7%,0%,1%,-13%
300243,瑞丰高材,2026-09-17,6.9,15.21,-2.22,+13.00,21.04,157.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300245,ST天玑,2020-08-24,2.19,9.73,-4.91,+4.82,9.64,103.69%,-3%/6%(阳),3%,4%,12%,11%,8%,14%
300245,ST天玑,2026-03-26,5.46,7.7,-2.17,+5.53,19.93,186.0%,-4%/3%(阳),3%,1%,2%,0%,-4%,0%
300247,融捷健康,2020-09-03,-3.95,8.68,-8.95,-0.26,20.19,85.64%,-5%/13%(阳),21%,37%,42%,4%,-8%,7%
300251,光线传媒,2025-02-06,18.01,17.13,+2.88,+20.02,5.67,199.9%,-3%/4%(阳),24%(板),48%(板),78%(板),114%(板),157%(板),208%
300253,卫宁健康,2025-02-06,1.66,6.89,-4.46,+2.42,15.77,91.6%,-1%/19%(阳),31%,24%,37%,35%,57%,82%
300254,仟源医药,2022-02-22,6.51,21.12,-7.63,+13.49,15.07,119.19%,-6%/4%(阳),3%,-1%,-5%,-7%,-1%,-2%
300256,星星科技,2024-08-12,13.94,16.35,+3.85,+20.19,21.39,454.64%,-15%/9%(阳),19%(板),43%(板),72%,35%,18%,10%
300257,开山股份,2022-08-30,2.52,7.21,-1.24,+5.97,21.69,101.74%,-7%/1%(阴),-5%,-7%,-4%,-2%,10%,6%
300261,雅本化学,2024-03-28,6.63,8.65,+1.44,+10.09,20.59,162.44%,-4%/4%(阳),3%,8%,6%,0%,0%,-2%
300264,佳创视讯,2022-11-03,13.83,22.49,-2.74,+19.76,2.19,630.39%,-6%/17%(阳),17%,7%,2%,6%,4%,-2%
